,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,0.49,0.34,0.09,0.32,0.4,0.32,0.0,0.35,0.19,0.14,0.08,0.57,0.3,0.7,0.0,0.56
beast-mcmc.csv,0.24,0.82,0.53,0.63,0.54,0.5,0.63,0.42,0.74,0.88,0.58,0.64,0.43,0.67,0.74,0.72
bigdata.csv,0.12,0.37,0.25,0.45,0.43,0.29,1.0,0.09,0.07,0.44,1.0,0.14,0.59,0.23,0.3,0.5
cuberok.csv,0.28,0.45,0.43,0.24,0.63,0.44,0.23,0.33,0.36,0.68,0.67,0.64,0.57,0.57,0.96,0.38
exist.csv,0.76,0.84,0.7,0.42,0.8,0.97,0.77,0.86,0.78,0.25,0.79,0.79,0.35,0.97,1.0,0.84
icescrum.csv,0.27,0.32,0.22,0.18,0.31,0.35,0.34,0.32,0.31,0.19,0.12,0.29,0.3,0.67,0.25,0.22
jbasic.csv,0.69,0.84,0.67,0.84,0.74,0.77,0.57,0.38,0.93,0.93,0.21,1.0,0.22,0.8,0.91,0.81
jrefactory.csv,0.79,0.37,0.81,0.68,0.31,0.44,0.63,0.41,0.74,0.13,0.62,0.21,0.51,0.83,0.47,0.66
jsecurity.csv,0.1,0.58,0.24,0.08,0.54,0.33,0.49,0.11,0.48,0.62,0.17,0.07,0.19,0.2,0.32,0.12
libopenmetaverse.csv,1.0,0.97,1.0,0.95,0.26,1.0,0.86,1.0,0.71,0.51,1.0,0.71,0.97,0.97,0.36,1.0
mobicents.csv,0.55,0.58,0.26,0.08,0.83,0.31,0.8,0.68,0.31,0.75,0.54,0.43,0.41,0.8,0.81,0.81
opendvr.csv,0.36,0.61,0.19,0.26,1.0,0.38,0.26,0.35,0.28,0.74,0.33,0.93,0.84,0.2,0.25,0.28
power-architect.csv,0.51,0.61,0.62,0.68,0.91,0.61,0.97,0.38,0.57,0.89,0.96,0.14,0.59,0.53,1.0,0.91
sidekar.csv,0.0,0.0,0.0,0.21,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
wheat.csv,0.42,0.55,0.47,0.26,0.66,0.53,0.4,0.55,0.62,0.91,0.29,0.43,0.59,0.2,0.53,0.53
wsmt.csv,0.16,0.21,0.09,0.03,0.03,0.38,0.03,0.15,0.1,0.22,0.08,0.36,0.3,0.13,0.09,0.12
