,barracudamvc.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,mycila.csv,jppf-project.csv,cascading.csv,ontopia.csv,mevenide.csv
alembik.csv,0.29,0.0,0.72,0.34,0.21,0.5,0.12,0.26,0.22,0.18,0.18
arsenal-1.csv,0.75,0.67,0.08,0.14,0.0,0.26,0.11,0.63,0.1,0.12,0.4
barracudamvc.csv,0.85,0.62,0.54,0.43,0.78,0.35,0.32,0.74,0.86,0.88,0.26
cascading.csv,0.64,0.64,0.59,0.49,0.67,0.41,0.3,0.51,0.84,0.71,0.37
emisview.csv,0.34,0.25,0.69,0.58,0.32,0.52,0.09,0.57,0.24,0.16,0.29
jitterbit.csv,0.74,0.64,0.62,0.42,0.39,0.61,0.23,0.69,0.54,0.42,0.38
jppf-project.csv,0.64,0.63,0.27,0.25,0.66,0.3,0.26,0.84,0.67,0.55,0.4
mevenide.csv,0.69,0.46,0.08,0.0,0.05,0.48,0.0,0.3,0.24,0.18,0.62
mycila.csv,0.74,0.59,0.16,0.29,0.61,0.18,0.58,0.78,0.77,0.87,0.19
ontopia.csv,0.31,0.33,0.42,0.43,0.74,0.24,0.35,0.76,0.11,0.88,0.16
trackit.csv,0.06,0.0,0.19,0.27,0.74,0.15,0.1,0.08,0.0,0.46,0.0
