,jedit.csv,lamp.csv,triplea.csv,openintents.csv,dxengine.csv,hazelcast.csv,bullet.csv,qlc.csv,jmonkeyengine.csv,onotoa.csv,apertium.csv,lcfizvtop.csv,bionote.csv,kolmafia.csv,findbugs.csv,duplicati.csv,emono.csv
apertium.csv,0.43,0.94,0.34,0.33,0.58,0.47,0.56,0.9,0.33,0.7,0.72,0.75,0.52,0.34,0.52,0.6,0.53
bionote.csv,0.92,0.8,0.91,0.65,0.88,0.73,0.89,0.95,0.89,0.9,0.0,0.93,0.88,0.88,0.87,0.75,0.0
bullet.csv,0.42,0.41,0.28,0.33,0.43,0.56,0.41,0.38,0.44,0.44,0.74,0.0,0.59,0.46,0.34,0.35,0.5
dxengine.csv,0.94,0.96,0.75,0.48,0.52,0.59,0.61,0.63,0.92,0.75,0.79,0.83,0.71,0.68,0.88,0.88,0.62
emono.csv,0.43,0.44,0.38,0.31,0.52,0.44,0.43,0.49,0.44,0.56,0.51,0.57,0.41,0.49,0.41,0.49,0.53
findbugs.csv,0.84,0.78,0.8,0.57,0.58,0.56,0.6,0.63,0.86,0.73,0.78,0.54,0.62,0.78,0.72,0.48,0.86
hazelcast.csv,0.3,0.32,0.28,0.26,0.39,0.35,0.32,0.37,0.31,0.29,0.37,0.41,0.37,0.31,0.29,0.3,0.43
jedit.csv,0.48,0.57,0.4,0.35,0.59,0.37,0.5,0.95,0.35,0.43,0.83,0.83,0.45,0.36,0.46,0.42,0.57
jmonkeyengine.csv,0.73,0.76,0.92,0.58,0.54,0.92,0.65,0.54,0.81,0.92,0.61,0.53,0.57,0.93,0.92,0.68,0.59
kolmafia.csv,0.49,0.39,0.37,0.38,0.38,0.35,0.4,0.41,0.33,0.38,0.5,0.47,0.45,0.43,0.33,0.4,0.56
lamp.csv,0.8,0.93,0.86,0.67,0.44,0.55,0.54,0.47,0.88,0.92,0.94,0.89,0.8,0.43,0.83,0.65,0.59
lcfizvtop.csv,0.95,0.5,0.71,0.71,0.71,0.57,0.9,0.68,0.86,0.65,0.81,0.82,0.8,0.6,0.81,0.75,0.85
onotoa.csv,0.49,0.67,0.46,0.33,0.47,0.52,0.48,0.51,0.5,0.39,0.95,0.43,0.41,0.85,0.48,0.57,0.49
openintents.csv,0.43,0.53,0.42,0.5,0.76,0.47,0.65,0.5,0.4,0.47,0.79,0.93,0.75,0.42,0.43,0.44,0.79
qlc.csv,0.92,0.97,0.8,0.88,0.91,0.88,0.79,0.93,0.0,0.88,0.9,0.75,0.82,0.5,0.86,0.8,0.83
triplea.csv,0.47,0.74,0.41,0.37,0.51,0.41,0.54,0.59,0.42,0.52,0.44,0.53,0.45,0.4,0.57,0.44,0.57
