,jedit.csv,lamp.csv,triplea.csv,openintents.csv,dxengine.csv,hazelcast.csv,bullet.csv,qlc.csv,jmonkeyengine.csv,onotoa.csv,apertium.csv,lcfizvtop.csv,bionote.csv,kolmafia.csv,findbugs.csv,duplicati.csv,emono.csv
apertium.csv,0.48,0.79,0.46,0.81,0.54,0.45,0.71,0.95,0.7,0.73,0.0,0.82,0.62,0.58,0.79,0.66,0.73
bionote.csv,0.89,0.93,0.76,0.71,0.89,0.75,0.92,0.73,0.84,0.86,0.96,0.86,0.0,0.87,0.69,0.79,1.0
bullet.csv,0.62,0.78,0.86,0.63,0.79,0.58,0.1,0.73,0.76,0.77,0.56,1.0,0.78,0.66,0.98,1.01,0.78
dxengine.csv,0.79,0.59,0.74,0.85,0.04,0.58,0.63,0.66,0.79,0.74,0.76,0.82,0.8,0.67,0.82,0.86,0.63
emono.csv,0.79,0.84,0.89,0.77,0.54,0.59,0.64,0.75,0.72,0.8,0.7,0.86,0.95,0.85,0.86,1.08,0.04
findbugs.csv,0.76,0.55,0.73,0.5,0.71,0.98,0.61,0.53,0.68,0.66,0.93,0.79,0.52,0.74,0.11,1.11,0.79
hazelcast.csv,0.63,0.75,0.81,0.94,0.88,0.0,0.67,0.7,0.77,1.01,0.64,0.61,0.87,0.72,0.88,0.03,0.91
jedit.csv,0.05,0.56,0.55,0.55,0.72,0.48,0.56,0.79,0.5,0.74,0.68,0.82,0.52,0.46,0.72,0.55,0.72
jmonkeyengine.csv,0.77,0.75,0.86,0.78,0.43,0.87,0.73,0.75,0.11,0.73,0.8,0.64,0.61,0.75,0.8,1.19,0.61
kolmafia.csv,0.47,0.44,0.61,0.48,0.54,0.33,0.51,0.66,0.68,0.65,0.59,0.51,0.72,0.02,0.68,0.48,0.79
lamp.csv,0.71,0.01,0.81,0.96,0.59,0.63,0.67,0.64,0.78,0.84,0.96,0.55,0.51,0.56,0.68,0.71,0.71
lcfizvtop.csv,0.74,0.86,0.8,0.76,0.6,0.75,0.87,0.82,0.84,0.78,0.74,0.19,0.51,0.63,0.86,0.93,0.84
onotoa.csv,0.57,0.93,0.65,0.84,0.74,0.96,0.53,0.59,0.88,0.06,0.63,0.94,0.96,0.69,0.76,0.6,0.92
openintents.csv,0.74,0.7,0.68,0.03,0.79,0.5,0.74,0.79,0.81,0.79,0.66,0.86,0.71,0.62,0.72,1.09,0.81
qlc.csv,0.85,0.81,0.84,0.98,0.86,0.85,0.77,0.17,1.0,0.89,0.93,0.91,0.64,0.98,0.86,0.91,0.94
triplea.csv,0.79,0.67,0.0,0.61,0.7,0.63,0.62,0.59,0.79,0.79,0.66,0.84,0.72,0.93,0.59,1.08,0.54
