,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,mumble.csv,t-2.csv,geochat.csv
adaptagrams.csv,1.0,1.0,0.44,0.27,0.38,0.75,0.14,0.3
aime.csv,0.61,0.77,0.39,0.24,1.0,0.44,0.11,0.06
badtrinitycore.csv,0.6,1.0,0.45,1.0,0.09,0.38,0.07,0.23
electric-core.csv,0.65,0.71,0.99,0.12,0.17,0.31,0.08,0.22
geochat.csv,0.57,0.84,0.33,0.24,0.36,0.5,0.13,1.0
mumble.csv,0.68,0.9,0.31,0.18,0.0,1.0,0.18,0.25
olsrd.csv,0.65,1.0,0.3,0.18,0.24,0.34,0.16,0.29
t-2.csv,0.43,0.56,0.2,0.09,0.06,0.12,1.0,0.23
