,capcode.csv,lmms.csv,linuxsh.csv,mcmc-jags.csv,scite-ru.csv,bl-toolkit.csv,nicepress.csv,sbml.csv,gpac.csv,mbse.csv,gebr.csv,gretl.csv,kowari.csv,libtorrent.csv,modellus.csv,kindb.csv,lufa-lib.csv,bibletime.csv,mplayer-ce.csv,miranda.csv
bibletime.csv,0.84,0.58,0.73,0.83,0.53,0.75,0.45,0.48,0.96,1.0,0.48,0.56,0.95,0.54,0.47,0.69,0.82,0.24,0.98,0.79
bl-toolkit.csv,0.76,0.83,1.0,1.0,0.86,0.28,0.93,1.03,0.68,1.0,1.0,1.0,0.58,0.84,0.61,1.08,1.0,0.88,1.0,0.88
capcode.csv,0.37,0.79,0.64,0.91,0.84,0.83,0.83,0.78,0.8,0.99,0.92,0.87,0.64,0.87,0.6,0.91,0.91,0.98,0.8,0.93
gebr.csv,0.86,0.81,0.96,1.0,0.71,0.55,1.0,0.94,0.83,1.0,0.32,0.46,0.97,0.95,0.99,1.0,0.91,0.86,0.99,0.98
gpac.csv,0.83,0.8,1.0,1.0,0.89,0.77,0.99,0.91,0.48,1.0,1.0,0.84,0.86,0.74,0.93,1.0,1.0,0.86,1.0,0.74
gretl.csv,0.72,0.72,0.66,0.76,0.74,0.96,0.86,0.6,0.94,0.91,0.52,0.6,0.84,0.44,0.69,0.48,0.76,0.66,0.99,0.85
kindb.csv,0.73,0.63,0.44,0.57,0.54,0.74,0.67,0.6,0.72,0.64,0.59,0.67,0.74,0.48,0.9,0.19,0.76,0.44,0.68,0.83
kowari.csv,0.69,0.71,0.77,0.7,1.01,0.81,0.7,0.61,0.83,0.86,0.83,0.67,0.35,0.67,0.79,0.61,0.85,0.72,0.92,0.7
libtorrent.csv,0.93,0.62,0.96,0.66,0.94,0.48,0.48,0.7,0.78,0.86,0.54,0.62,0.68,0.37,0.7,0.63,0.98,0.53,0.81,0.71
linuxsh.csv,0.92,0.8,0.42,0.7,0.96,0.55,0.71,0.93,0.68,0.83,0.79,0.85,1.0,0.9,0.68,0.97,0.92,0.63,0.72,0.72
lmms.csv,0.77,0.5,0.73,0.73,0.91,0.72,0.87,0.79,0.82,0.56,0.83,0.58,0.58,0.5,0.66,0.32,0.86,0.92,0.75,0.66
lufa-lib.csv,0.8,0.63,0.69,0.6,0.85,0.56,0.82,0.95,0.77,0.86,0.79,0.89,0.76,0.72,0.94,0.97,0.47,0.74,0.8,0.63
mbse.csv,0.75,0.72,0.8,0.79,0.73,0.9,0.69,0.76,0.64,0.42,0.63,0.57,0.67,0.68,0.78,0.81,0.99,0.65,0.69,0.63
mcmc-jags.csv,0.97,0.66,0.82,0.26,0.67,1.0,0.72,0.59,0.94,0.98,0.45,0.51,0.97,0.64,0.75,0.39,0.63,0.68,0.91,0.73
miranda.csv,0.55,0.56,0.92,0.69,0.95,0.9,0.65,0.74,0.97,0.72,1.0,0.83,0.49,0.66,0.9,1.0,0.88,0.65,0.87,0.5
modellus.csv,0.71,0.57,0.55,0.8,1.0,0.46,0.54,0.59,0.47,0.83,0.51,0.48,0.48,0.59,0.31,0.41,0.55,0.46,0.96,0.82
mplayer-ce.csv,0.63,0.62,0.49,0.62,0.62,0.58,0.53,0.51,0.68,0.61,0.53,0.57,0.76,0.38,0.81,0.75,0.69,0.73,0.57,0.58
nicepress.csv,0.72,0.61,0.72,0.62,0.92,0.57,0.38,0.81,0.96,0.99,0.55,0.8,0.7,0.59,0.65,0.54,0.82,0.46,0.95,0.83
sbml.csv,0.63,0.65,0.99,0.66,0.64,0.47,0.56,0.36,0.76,0.79,0.53,0.5,0.83,0.47,0.7,0.51,0.99,0.63,0.77,0.7
scite-ru.csv,0.96,0.74,0.76,0.67,0.57,1.0,0.61,0.57,1.0,0.97,0.56,0.61,1.0,0.65,0.63,0.43,0.7,0.6,0.81,0.74
