,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,esmf.csv,mule.csv,jsecurity.csv,delphilhlplib.csv,piccolo2d.csv,libopenmetaverse.csv,gbif-indexingtoolkit.csv,mptvseries.csv,vars-redux.csv
avifile.csv,0.0,0.0,0.42,0.43,0.0,0.0,0.33,0.0,0.12,0.0,0.32,0.1,0.37
delphilhlplib.csv,0.37,0.75,0.59,0.43,0.2,0.65,0.68,0.0,0.57,0.69,0.82,0.74,0.63
esmf.csv,0.14,0.75,0.61,0.76,0.01,0.56,0.61,0.89,0.76,0.74,0.82,0.77,0.88
gbif-indexingtoolkit.csv,0.17,0.0,0.06,0.38,0.42,0.16,0.08,0.39,0.24,0.2,0.02,0.55,0.15
jgameai.csv,0.2,1.0,0.52,0.0,0.17,0.56,0.54,0.28,0.26,0.2,0.76,0.61,0.54
jsecurity.csv,0.28,0.0,0.59,0.43,0.28,0.24,0.0,0.94,0.3,0.31,0.4,0.26,0.27
libopenmetaverse.csv,0.63,1.0,0.74,0.49,0.29,0.77,0.79,0.5,0.74,0.0,0.78,0.71,0.75
mptvseries.csv,0.35,1.0,0.3,0.4,0.15,0.33,0.26,0.22,0.45,0.23,0.36,0.0,0.46
mule.csv,0.31,0.25,0.18,0.24,0.14,0.01,0.14,0.89,0.2,0.31,0.3,0.19,0.18
piccolo2d.csv,0.0,0.0,0.03,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
vars-redux.csv,0.14,0.75,0.09,0.14,0.12,0.37,0.24,0.17,0.2,0.17,0.18,0.06,0.0
werx.csv,0.98,0.0,0.98,1.0,1.0,0.99,0.99,1.0,0.99,1.0,1.0,1.0,1.0
