,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,esmf.csv,mule.csv,jsecurity.csv,delphilhlplib.csv,piccolo2d.csv,libopenmetaverse.csv,gbif-indexingtoolkit.csv,mptvseries.csv,vars-redux.csv
avifile.csv,0.8,0.96,0.86,0.97,0.0,0.5,0.98,0.0,0.9,0.5,0.89,0.67,0.97
delphilhlplib.csv,0.67,0.43,0.56,0.84,0.76,0.63,0.65,0.42,0.56,0.51,0.41,0.42,0.47
esmf.csv,0.89,0.51,0.63,0.58,0.85,0.59,0.78,0.53,0.46,0.39,0.4,0.44,0.39
gbif-indexingtoolkit.csv,0.92,0.67,0.86,0.79,0.86,0.62,0.95,0.87,0.77,0.74,0.92,0.54,0.93
jgameai.csv,0.94,0.56,0.7,0.88,0.96,0.72,0.74,0.59,0.91,0.94,0.47,0.47,0.7
jsecurity.csv,0.68,0.92,0.65,0.84,0.57,0.65,0.85,0.46,0.66,0.58,0.71,0.71,0.78
libopenmetaverse.csv,0.39,0.42,0.52,0.57,0.56,0.48,0.55,0.45,0.41,0.54,0.43,0.41,0.47
mptvseries.csv,0.62,0.51,0.58,0.68,0.81,0.49,0.63,0.43,0.44,0.57,0.52,0.58,0.43
mule.csv,0.71,0.95,0.79,0.61,0.77,0.47,0.78,0.47,0.83,0.59,0.47,0.86,0.66
piccolo2d.csv,0.0,0.75,0.67,0.0,0.0,0.83,0.75,0.5,0.92,0.5,0.0,0.0,0.75
vars-redux.csv,0.89,0.75,0.89,0.75,0.91,0.6,0.59,0.64,0.65,0.68,0.82,0.86,0.52
werx.csv,0.36,0.36,0.42,0.48,0.42,0.41,0.47,0.39,0.36,0.35,0.37,0.34,0.36
