,f1,g,recall,precision,pf,wins
apertium.csv,0.19,0.19,0.16,0.46,0.19,1
badtrinity-zero.csv,0.37,0.55,0.61,0.32,0.53,6
betoffice.csv,0.47,0.37,0.75,0.33,0.82,3
exordium.csv,0.45,0.66,0.74,0.41,0.43,11
fltk.csv,0.44,0.57,0.68,0.4,0.34,10
gabel.csv,0.44,0.58,0.58,0.46,0.22,12
genoviz.csv,0.23,0.23,0.19,0.56,0.06,4
irrlicht.csv,0.46,0.0,1.0,0.3,1.0,0
nug.csv,0.42,0.45,0.74,0.39,0.61,8
rezilla.csv,0.38,0.36,0.32,0.35,0.34,2
toped.csv,0.48,0.55,0.78,0.32,0.74,7
xmemcached.csv,0.49,0.38,0.94,0.34,0.88,5
zoolib.csv,0.43,0.52,0.6,0.4,0.27,9
