,recall,precision,pf,pci_20,ifa,wins
apertium.csv,0.16,0.46,0.19,0.55,1.0,8
badtrinity-zero.csv,0.61,0.32,0.53,0.46,4.0,1
betoffice.csv,0.75,0.33,0.82,0.54,3.0,3
exordium.csv,0.74,0.41,0.43,0.55,2.0,9
fltk.csv,0.68,0.4,0.34,0.53,5.0,4
gabel.csv,0.58,0.46,0.22,0.59,2.0,10
genoviz.csv,0.19,0.56,0.06,0.78,1.0,12
irrlicht.csv,1.0,0.3,1.0,0.39,5.0,0
nug.csv,0.74,0.39,0.61,0.56,4.0,5
rezilla.csv,0.32,0.35,0.34,0.59,2.0,6
toped.csv,0.78,0.32,0.74,0.47,3.0,2
xmemcached.csv,0.94,0.34,0.88,0.49,0.0,7
zoolib.csv,0.6,0.4,0.27,0.67,1.0,11
