,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,tcl.csv,decidr.csv,glas.csv
chipster.csv,1.0,0.64,0.81,1.0,0.97,0.5,0.81,0.94,1.0
decidr.csv,1.0,0.65,1.0,0.86,1.0,0.89,0.81,0.35,0.9
glas.csv,0.65,0.6,0.54,0.79,0.82,0.73,0.63,0.43,0.49
hatari.csv,0.75,0.61,0.45,0.78,0.93,0.61,0.88,0.85,0.73
ltp.csv,0.73,0.77,0.87,0.66,0.47,0.71,0.62,0.93,0.74
net-snmp.csv,0.52,0.59,0.53,0.83,0.7,0.72,0.8,0.99,0.88
opde.csv,1.0,0.59,1.0,0.44,0.92,0.65,1.0,0.54,0.62
powerfolder-.csv,0.74,0.39,0.7,0.85,0.96,0.79,0.75,0.75,0.84
tcl.csv,0.84,0.89,0.83,0.95,0.69,0.75,0.45,0.89,0.9
