,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,1.0,0.38,0.25,0.26,0.07,0.07
aime.csv,0.23,0.78,0.85,0.79,1.0,0.4
badtrinitycore.csv,0.08,0.18,0.1,0.91,0.21,0.07
electric-core.csv,0.62,0.69,0.89,0.64,0.5,0.47
geochat.csv,0.69,0.85,0.44,0.23,0.5,0.87
olsrd.csv,1.0,0.97,0.91,0.89,0.93,0.6
