,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,0.0,0.62,0.76,0.76,0.93,0.95
aime.csv,0.78,0.5,0.54,0.46,0.0,0.77
badtrinitycore.csv,0.92,0.84,0.9,0.09,0.81,0.93
electric-core.csv,0.46,0.59,0.11,0.63,0.65,0.7
geochat.csv,0.55,1.01,0.85,1.0,0.84,0.13
olsrd.csv,0.79,0.03,0.9,0.74,0.69,0.7
