,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,1.0,1.0,0.42,0.17,0.33,0.12
aime.csv,0.67,0.85,0.31,0.2,1.0,0.2
badtrinitycore.csv,0.67,0.8,0.29,1.0,0.2,0.4
electric-core.csv,0.73,0.82,0.96,0.14,0.2,0.24
geochat.csv,0.62,0.74,0.16,0.05,0.13,1.0
olsrd.csv,0.58,1.0,0.22,0.14,0.22,0.24
