,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,xreal.csv
agilitybook.csv,0.0,0.43,0.16,0.35,0.5,0.65,0.55,0.61
apolloplayer.csv,0.14,0.0,0.64,0.16,0.12,0.36,0.42,0.23
k3d.csv,0.16,0.04,0.01,0.11,0.25,0.0,0.0,0.15
kowari.csv,0.03,0.0,0.01,0.19,0.0,0.07,0.0,0.03
redshell.csv,0.52,1.0,0.87,1.0,0.25,0.82,0.88,0.73
rtb-team.csv,0.26,0.46,0.16,0.0,0.5,0.27,0.6,0.35
xreal.csv,0.0,0.03,0.0,0.0,0.0,0.01,0.03,0.0
