,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,xreal.csv
agilitybook.csv,0.97,0.27,0.03,0.4,0.6,0.14,0.08,0.08
apolloplayer.csv,0.2,0.88,0.01,0.25,0.32,0.19,0.14,0.0
k3d.csv,0.1,0.46,0.0,0.0,0.2,0.98,0.0,0.0
kowari.csv,0.16,0.0,0.0,0.17,0.02,0.0,1.0,0.0
redshell.csv,0.25,0.38,0.0,0.45,0.99,0.27,0.15,0.07
rtb-team.csv,0.27,0.36,0.0,0.97,0.4,0.21,0.14,0.11
xreal.csv,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1.0
