,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,xreal.csv
agilitybook.csv,0.95,0.38,1.0,0.47,0.44,0.37,0.29,1.0
apolloplayer.csv,0.21,0.79,1.0,0.2,0.19,0.33,0.43,0.0
k3d.csv,0.11,0.33,0.0,0.0,0.11,0.97,0.0,0.0
kowari.csv,0.11,0.0,0.0,0.13,0.01,0.0,1.0,0.0
redshell.csv,0.63,1.0,1.0,1.0,1.0,0.9,0.86,1.0
rtb-team.csv,0.42,0.54,0.0,0.93,0.25,0.3,0.57,0.8
xreal.csv,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1.0
