,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.74,0.48,0.32,0.65,0.55,0.11,0.52
freebios.csv,0.56,0.29,0.78,0.53,0.5,0.0,0.51
k3b.csv,0.83,0.53,0.42,0.81,0.42,0.09,0.54
loki-lib.csv,0.73,0.59,0.62,0.62,0.41,0.19,0.59
powerfolder.csv,0.6,0.32,0.11,0.65,0.47,0.45,0.29
quarkplusplus.csv,0.51,0.27,0.18,0.59,0.6,0.23,0.38
tzod.csv,0.36,0.54,0.43,0.57,0.25,0.12,0.4
