,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,0.0,0.51,0.4,0.63,0.01,0.33,0.33,0.44,0.56,0.32,0.29,0.58,0.44,1.0,0.61,0.33,0.14,0.43,0.72,0.1
alpine.csv,0.59,0.92,0.74,0.58,1.0,0.58,0.67,0.48,1.0,0.92,0.27,0.75,0.56,1.0,0.93,1.0,0.09,0.71,1.0,1.0
enzo.csv,0.98,0.84,0.76,0.89,1.0,0.88,1.0,0.98,0.44,0.68,0.92,0.92,1.0,0.64,0.98,0.71,0.84,1.0,0.91,0.86
flylinkdc.csv,0.8,0.7,0.71,0.79,0.94,0.9,0.67,0.69,0.09,0.92,0.62,0.75,0.22,0.68,0.37,0.88,0.45,0.71,0.7,0.53
fw4spl.csv,0.37,0.57,0.31,0.37,0.35,0.56,0.44,0.56,0.28,0.29,0.61,0.58,0.67,0.2,0.29,0.57,0.66,0.57,0.38,0.63
grisbi.csv,0.88,0.92,0.86,0.76,1.0,0.79,1.0,0.96,0.84,0.92,0.86,0.83,0.89,0.96,0.65,0.86,0.91,1.0,0.89,0.8
jcae.csv,0.0,0.46,0.4,0.26,0.14,0.29,0.89,0.5,0.0,0.34,0.38,0.25,0.11,0.24,0.17,0.38,0.02,0.36,0.34,0.02
jcl.csv,0.76,0.24,0.5,0.71,0.84,0.54,0.33,0.52,0.31,0.21,0.21,0.25,0.67,0.2,0.51,0.1,0.22,0.64,0.26,0.55
libarchive.csv,0.71,0.92,0.86,0.74,0.67,0.92,1.0,1.0,0.47,0.92,0.92,0.75,0.67,0.96,0.91,0.95,0.61,1.0,0.91,0.69
mimosa.csv,1.0,0.59,0.76,0.87,0.99,0.94,0.67,0.94,0.97,0.79,0.38,0.83,1.0,0.36,0.92,0.69,0.5,0.71,0.62,0.88
n2cms.csv,0.61,0.76,0.62,0.66,0.52,0.71,0.89,0.08,0.5,0.26,0.73,0.83,0.22,0.2,0.25,0.14,0.83,0.86,0.62,0.88
nabu-library.csv,0.98,0.68,0.26,0.55,0.2,0.42,0.22,0.31,0.41,0.16,0.0,0.83,0.0,0.12,0.89,0.38,0.83,0.43,0.28,0.08
net-snmp.csv,0.63,0.84,0.9,0.53,0.75,0.83,0.67,0.71,0.25,0.76,0.68,0.75,0.89,0.48,0.85,0.74,0.31,0.36,0.81,0.53
ossbuild.csv,0.56,0.46,0.62,0.79,0.25,0.67,0.56,0.44,0.72,0.45,0.17,0.5,0.44,0.68,0.51,0.45,0.18,0.71,0.3,0.45
quickfast.csv,1.0,0.81,0.67,0.87,0.93,0.77,1.0,0.92,0.5,0.68,0.86,0.83,0.78,0.52,0.63,0.55,1.0,1.0,0.79,0.84
tcvp.csv,0.02,0.0,0.05,0.0,0.0,0.06,0.0,0.08,0.0,0.0,0.02,0.0,0.67,0.04,0.52,0.02,0.03,0.0,0.11,0.0
vdsf.csv,0.85,0.7,0.88,0.87,0.34,0.77,0.44,0.19,0.94,0.76,1.0,1.0,0.56,0.72,0.46,0.71,0.98,0.43,0.81,0.92
virtuoso.csv,1.0,0.89,0.74,0.97,0.35,0.96,1.0,0.94,0.25,0.82,1.0,1.0,1.0,0.64,0.99,0.52,1.0,0.93,0.49,0.57
xbrlapi.csv,0.05,0.16,0.74,0.08,0.0,0.42,0.22,0.31,0.0,0.58,0.45,0.25,0.0,0.08,0.21,0.0,0.09,0.14,0.15,0.0
yarp.csv,0.51,0.51,0.57,0.55,0.32,0.65,0.33,0.46,0.0,0.61,0.14,0.33,0.22,0.6,0.69,0.0,0.92,0.5,0.36,0.0
