,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,0.0,0.51,0.45,0.35,0.01,0.37,0.15,0.23,0.29,0.31,0.42,0.23,0.12,0.57,0.53,0.42,0.23,0.26,0.64,0.15
alpine.csv,0.53,0.48,0.61,0.36,0.16,0.48,0.25,0.27,0.23,0.61,0.42,0.35,0.15,0.57,0.65,0.38,0.16,0.33,0.75,0.59
enzo.csv,0.63,0.54,0.63,0.24,0.16,0.56,0.21,0.23,0.12,0.68,0.92,0.15,0.21,0.48,0.84,0.38,0.88,0.22,0.77,0.62
flylinkdc.csv,0.62,0.6,0.61,0.26,0.16,0.57,0.22,0.23,0.07,0.7,0.76,0.21,0.14,0.58,0.36,0.38,0.59,0.21,0.67,0.61
fw4spl.csv,0.39,0.37,0.39,0.25,0.17,0.47,0.18,0.33,0.1,0.29,0.71,0.13,0.18,0.26,0.44,0.32,0.77,0.32,0.51,0.57
grisbi.csv,0.63,0.49,0.64,0.21,0.16,0.53,0.2,0.22,0.21,0.62,0.92,0.19,0.2,0.56,0.52,0.38,0.85,0.22,0.72,0.63
jcae.csv,0.0,0.52,0.47,0.19,0.2,0.35,0.48,0.27,0.0,0.45,0.54,0.32,0.08,0.34,0.19,0.49,0.04,0.33,0.46,0.04
jcl.csv,0.64,0.3,0.57,0.25,0.15,0.52,0.29,0.22,0.17,0.34,0.35,0.15,0.23,0.27,0.58,0.16,0.34,0.31,0.36,0.52
libarchive.csv,0.56,0.47,0.64,0.27,0.18,0.57,0.2,0.23,0.14,0.64,0.9,0.18,0.15,0.55,0.64,0.45,0.73,0.22,0.72,0.69
mimosa.csv,0.63,0.46,0.65,0.27,0.16,0.56,0.27,0.25,0.25,0.77,0.52,0.17,0.2,0.42,0.8,0.46,0.65,0.29,0.56,0.57
n2cms.csv,0.54,0.49,0.56,0.26,0.19,0.67,0.25,0.13,0.16,0.34,0.83,0.15,0.17,0.29,0.39,0.18,0.85,0.21,0.71,0.57
nabu-library.csv,0.61,0.38,0.31,0.3,0.17,0.39,0.14,0.23,0.25,0.18,0.0,0.14,0.0,0.19,0.83,0.4,0.81,0.27,0.35,0.12
net-snmp.csv,0.61,0.43,0.67,0.25,0.13,0.56,0.17,0.24,0.09,0.57,0.78,0.15,0.18,0.43,0.62,0.39,0.47,0.15,0.72,0.6
ossbuild.csv,0.53,0.47,0.55,0.28,0.15,0.52,0.5,0.19,0.44,0.57,0.28,0.22,0.14,0.59,0.46,0.44,0.29,0.56,0.42,0.45
quickfast.csv,0.62,0.51,0.61,0.25,0.15,0.56,0.2,0.27,0.15,0.63,0.9,0.16,0.29,0.49,0.65,0.42,0.89,0.22,0.81,0.55
tcvp.csv,0.05,0.0,0.09,0.0,0.0,0.1,0.0,0.12,0.0,0.0,0.03,0.0,0.46,0.07,0.59,0.04,0.06,0.0,0.19,0.0
vdsf.csv,0.56,0.36,0.69,0.23,0.27,0.54,0.1,0.1,0.24,0.55,0.9,0.15,0.21,0.49,0.43,0.3,0.88,0.14,0.66,0.56
virtuoso.csv,0.62,0.41,0.6,0.23,0.18,0.57,0.19,0.23,0.12,0.56,0.9,0.15,0.2,0.49,0.68,0.47,0.89,0.21,0.6,0.53
xbrlapi.csv,0.09,0.23,0.7,0.13,0.0,0.42,0.12,0.23,0.0,0.6,0.62,0.3,0.0,0.15,0.22,0.0,0.16,0.09,0.25,0.0
yarp.csv,0.52,0.55,0.5,0.25,0.2,0.5,0.12,0.21,0.0,0.49,0.24,0.15,0.09,0.57,0.57,0.0,0.9,0.16,0.47,0.0
