,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.68,0.26,0.73,0.95
freelords.csv,0.19,0.28,0.69,0.87
jfreereport.csv,0.13,0.31,0.38,0.53
super-tux.csv,0.61,0.27,0.48,0.96
