,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.4,0.75,0.57,0.8
freelords.csv,0.88,0.74,0.54,0.82
jfreereport.csv,0.93,0.61,0.77,0.75
super-tux.csv,0.84,0.61,0.72,0.08
