,reactos-mirror.csv,critterding.csv,fceugc.csv,ogre.csv,autat.csv,mimosa.csv,alpine.csv,qse.csv,openfrag.csv,uclmda.csv,qdvdauthor.csv,jstock.csv,synergyspace.csv,keyczar.csv,elateportal.csv,sandiaportals.csv,nativeclient.csv,factor.csv,miranda.csv
alpine.csv,0.98,0.85,0.94,0.98,0.8,0.86,0.9,0.8,0.91,0.93,0.82,0.83,0.9,0.0,0.0,0.8,0.98,0.92,0.98
autat.csv,0.98,0.94,0.83,0.93,0.88,0.83,0.9,0.74,0.91,0.72,0.76,0.83,0.79,0.75,0.83,0.63,0.92,0.56,0.88
critterding.csv,0.99,0.62,0.47,0.87,0.88,0.42,0.71,0.55,0.72,0.49,0.75,0.68,0.69,0.86,0.45,0.5,0.71,0.56,0.38
elateportal.csv,0.37,0.44,0.52,0.48,0.42,0.62,0.4,0.42,0.42,0.25,0.72,0.34,0.37,0.51,0.3,0.41,0.5,0.53,0.45
factor.csv,0.79,0.5,0.0,0.75,0.0,0.5,0.0,0.49,0.67,0.0,0.0,0.5,0.75,0.0,0.0,0.0,0.67,0.51,0.89
fceugc.csv,0.51,0.89,0.65,0.8,0.93,0.91,0.82,0.63,0.77,0.71,0.55,0.73,0.76,0.75,0.68,0.83,0.86,0.53,0.9
jstock.csv,0.53,0.8,0.5,0.69,0.87,0.77,0.86,0.92,0.95,0.93,0.86,0.77,0.93,0.63,0.0,0.86,0.85,0.67,0.96
keyczar.csv,0.49,0.43,0.47,0.44,0.6,0.55,0.46,0.54,0.43,0.37,0.51,0.6,0.62,0.45,0.42,0.43,0.55,0.88,0.45
mimosa.csv,0.48,0.42,0.4,0.47,0.36,0.55,0.45,0.44,0.41,0.26,0.41,0.34,0.4,0.43,0.46,0.39,0.57,0.58,0.39
miranda.csv,0.53,0.79,0.41,0.48,0.84,0.61,0.49,0.48,0.52,0.42,0.41,0.9,0.77,0.8,0.88,0.42,0.61,0.85,0.4
nativeclient.csv,0.5,0.44,0.45,0.46,0.36,0.54,0.46,0.46,0.44,0.32,0.35,0.38,0.44,0.58,0.53,0.44,0.56,0.4,0.38
ogre.csv,0.4,0.44,0.39,0.43,0.35,0.36,0.42,0.43,0.43,0.26,0.38,0.32,0.45,0.43,0.3,0.39,0.49,0.41,0.35
openfrag.csv,0.56,0.51,0.5,0.69,0.48,0.39,0.6,0.45,0.55,0.49,0.44,0.55,0.57,0.89,0.5,0.39,0.57,0.4,0.36
qdvdauthor.csv,0.58,0.57,0.48,0.59,0.49,0.62,0.46,0.6,0.54,0.97,0.45,0.61,0.84,0.67,0.44,0.8,0.65,0.48,0.46
qse.csv,0.6,0.7,0.52,0.66,0.92,0.61,0.57,0.5,0.64,0.31,0.46,0.77,0.82,0.89,0.36,0.48,0.68,0.59,0.38
reactos-mirror.csv,0.64,0.48,0.46,0.47,0.38,0.46,0.56,0.54,0.5,0.33,0.47,0.42,0.53,0.66,0.31,0.41,0.53,0.43,0.38
sandiaportals.csv,0.57,0.52,0.43,0.58,0.36,0.48,0.52,0.44,0.48,0.26,0.46,0.4,0.39,0.52,0.88,0.44,0.55,0.5,0.38
synergyspace.csv,0.99,0.89,0.95,0.98,0.5,0.92,0.9,0.84,0.73,0.0,0.7,0.9,0.92,0.86,0.0,0.9,0.98,0.75,0.89
uclmda.csv,0.43,0.53,0.53,0.46,0.44,0.83,0.5,0.44,0.46,0.26,0.39,0.37,0.43,0.46,0.3,0.4,0.53,0.9,0.36
