,reactos-mirror.csv,critterding.csv,fceugc.csv,ogre.csv,autat.csv,mimosa.csv,alpine.csv,qse.csv,openfrag.csv,uclmda.csv,qdvdauthor.csv,jstock.csv,synergyspace.csv,keyczar.csv,elateportal.csv,sandiaportals.csv,nativeclient.csv,factor.csv,miranda.csv
alpine.csv,0.09,0.43,0.17,0.24,0.15,0.04,0.86,0.04,0.1,0.1,0.34,0.18,0.23,0.02,0.02,0.11,0.28,0.32,0.25
autat.csv,0.09,0.3,0.06,0.2,0.95,0.21,0.29,0.48,0.17,0.28,0.32,0.27,0.41,0.07,0.13,0.32,0.06,0.83,0.26
critterding.csv,0.28,0.95,0.61,0.0,0.35,0.35,0.29,0.63,0.4,0.46,0.34,0.49,0.57,0.12,0.62,0.71,0.43,0.6,0.58
elateportal.csv,0.52,0.46,0.47,0.57,0.55,0.43,0.42,0.61,0.47,0.8,0.23,0.69,0.6,0.61,1.0,0.64,0.49,0.31,0.54
factor.csv,0.36,0.07,0.0,0.02,0.07,0.06,0.0,0.83,0.06,0.0,0.0,0.0,0.1,0.0,0.02,0.0,0.02,1.0,0.05
fceugc.csv,0.54,0.21,0.96,0.31,0.29,0.25,0.29,0.49,0.3,0.27,0.49,0.1,0.27,0.1,0.34,0.1,0.45,0.69,0.29
jstock.csv,0.47,0.11,0.06,0.25,0.49,0.28,0.0,0.3,0.2,0.1,0.18,1.0,0.05,0.37,0.02,0.22,0.21,0.06,0.11
keyczar.csv,0.57,0.35,0.44,0.66,0.22,0.53,0.62,0.48,0.61,0.68,0.44,0.18,0.42,0.98,0.52,0.62,0.48,0.06,0.47
mimosa.csv,0.56,0.43,0.56,0.63,0.46,1.0,0.44,0.64,0.52,0.79,0.51,0.57,0.62,0.42,0.52,0.24,0.63,0.25,0.59
miranda.csv,0.56,0.25,0.67,0.43,0.29,0.56,0.5,0.58,0.41,0.53,0.52,0.51,0.31,0.29,0.17,0.61,0.42,0.12,0.99
nativeclient.csv,0.58,0.57,0.56,0.0,0.53,0.76,0.67,0.71,0.43,0.62,0.56,0.53,0.61,0.45,0.31,0.69,0.99,0.64,0.64
ogre.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openfrag.csv,0.59,0.61,0.71,0.37,0.58,0.61,0.64,0.24,0.96,0.43,0.7,0.41,0.39,0.2,0.44,0.69,0.57,0.66,0.6
qdvdauthor.csv,0.62,0.57,0.63,0.0,0.56,0.41,0.75,0.48,0.63,0.21,0.96,0.41,0.27,0.31,0.59,0.27,0.6,0.58,0.52
qse.csv,0.48,0.48,0.58,0.32,0.22,0.43,0.45,0.98,0.53,0.59,0.59,0.27,0.31,0.2,0.85,0.5,0.35,0.53,0.66
reactos-mirror.csv,0.97,0.47,0.57,0.0,0.5,0.51,0.68,0.65,0.73,0.44,0.66,0.51,0.57,0.46,0.0,0.0,0.24,0.17,0.37
sandiaportals.csv,0.57,0.62,0.6,0.48,0.58,0.73,0.58,0.75,0.62,0.68,0.46,0.59,0.67,0.51,0.17,0.98,0.64,0.62,0.62
synergyspace.csv,0.11,0.21,0.33,0.26,0.0,0.25,0.37,0.42,0.39,0.0,0.41,0.1,0.93,0.12,0.0,0.18,0.27,0.02,0.32
uclmda.csv,0.24,0.37,0.44,0.0,0.39,0.42,0.51,0.09,0.23,1.0,0.21,0.55,0.64,0.0,0.69,0.0,0.09,0.06,0.13
