,forester-atv.csv,adonthell.csv,chaperon.csv,yarp0.csv,pokenetonline.csv,gephex.csv,primefaces.csv,rcp-company-uibindings.csv
adonthell.csv,6.0,1.0,51.0,5.0,0.0,0.0,0.0,0.0
chaperon.csv,2.0,5.0,1.0,6.0,5.0,1.0,1.0,0.0
forester-atv.csv,1.0,0.0,6.0,4.0,0.0,0.0,1.0,0.0
gephex.csv,3.0,3.0,30.0,1.0,0.0,2.0,0.0,0.0
pokenetonline.csv,3.0,1.0,19.0,2.0,0.0,0.0,1.0,0.0
primefaces.csv,8.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0
rcp-company-uibindings.csv,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
yarp0.csv,0.0,1.0,16.0,5.0,0.0,1.0,2.0,0.0
