,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.27,0.28,0.29,0.89,0.21,0.04,0.78,0.03,0.32,0.22,0.49,0.49,0.61,0.87,0.72
aufs.csv,0.31,0.25,0.2,0.75,0.06,0.03,0.73,0.02,0.51,0.14,0.49,0.58,0.47,0.89,0.58
bulmages.csv,0.0,0.24,0.25,0.76,0.14,0.04,0.8,0.0,0.0,0.35,0.73,0.0,0.69,0.86,0.0
coot.csv,0.5,0.25,0.29,0.71,0.13,0.03,0.69,0.02,0.28,0.24,0.49,0.47,0.74,0.87,0.72
emono.csv,0.26,0.26,0.33,0.69,0.14,0.04,0.73,0.02,0.3,0.21,0.46,0.49,0.6,0.87,0.73
extprosys.csv,0.25,0.42,0.34,0.74,0.18,0.03,0.79,0.05,1.0,0.28,0.5,0.48,0.48,0.89,0.63
freelords.csv,0.28,0.38,0.34,0.65,0.21,0.04,0.83,0.04,0.37,0.25,0.57,0.42,0.64,0.84,0.65
jnode.csv,0.26,0.11,0.33,0.58,1.0,0.14,0.5,0.03,0.0,0.24,0.0,1.0,0.64,0.83,1.0
jruby.csv,0.28,0.33,0.4,0.7,0.23,0.04,0.83,0.05,0.32,0.21,0.73,0.48,1.0,0.92,0.83
jsecurity.csv,0.44,0.46,0.33,1.0,0.41,0.05,0.76,0.03,0.21,0.38,0.45,0.46,0.67,0.83,0.79
matrex.csv,0.26,0.5,0.38,0.73,0.17,0.03,1.0,0.15,1.0,0.0,0.85,0.47,0.4,0.95,0.79
officefloor.csv,0.38,0.29,0.24,1.0,0.5,0.06,0.7,0.06,0.48,0.16,0.62,0.54,0.56,0.85,0.83
projectfactory.csv,0.23,0.42,0.36,0.71,0.28,0.04,0.75,0.04,0.56,0.22,0.45,0.59,0.53,0.84,0.71
taverna.csv,0.29,0.35,0.62,0.55,0.15,0.14,0.76,0.0,0.5,0.43,0.6,0.49,0.74,0.86,0.61
vxl.csv,0.33,0.3,0.33,0.81,0.25,0.05,0.87,0.04,0.32,0.24,0.52,0.49,0.48,0.88,0.61
