,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.43,0.41,0.49,0.51,0.47,0.72,0.59,0.53,0.65,0.85,0.43,0.56,0.55,0.35,0.58,0.4,0.46,0.73
cornerstone.csv,0.47,0.6,0.49,0.73,0.53,0.51,0.46,0.68,0.77,0.8,0.49,0.72,0.55,0.94,0.53,0.78,0.44,0.56
emeraldemu.csv,0.4,0.54,0.82,0.91,0.57,0.7,0.53,0.62,0.94,0.86,0.41,0.94,0.51,0.71,0.52,0.7,0.43,0.83
grafx2.csv,0.38,0.43,0.5,0.66,0.52,0.62,0.44,0.53,0.57,0.58,0.36,0.54,0.47,0.45,0.44,0.41,0.4,0.42
jahshakafx.csv,0.51,0.57,0.79,0.76,0.88,0.89,0.69,0.68,0.7,0.86,0.57,0.9,0.97,0.86,0.64,0.47,0.56,0.64
kindb.csv,0.34,0.37,0.45,0.43,0.46,0.43,0.32,0.4,0.44,0.5,0.33,0.38,0.35,0.42,0.37,0.35,0.36,0.36
maya-work-in-progress.csv,0.44,0.45,0.39,0.4,0.44,0.45,0.31,0.35,0.42,0.5,0.32,0.35,0.4,0.42,0.38,0.56,0.34,0.46
netatalk.csv,0.45,0.48,0.66,0.66,0.53,0.65,0.42,0.6,0.72,0.52,0.42,0.46,0.6,0.52,0.53,0.36,0.43,0.71
novembre.csv,0.59,0.85,0.68,0.91,0.88,0.87,0.77,0.84,0.86,0.82,0.71,0.5,0.94,0.75,0.75,0.67,0.6,0.86
ns-3.csv,0.47,0.51,0.42,0.62,0.41,0.5,0.41,0.41,0.47,0.67,0.45,0.41,0.35,0.5,0.52,0.41,0.36,0.34
nullc.csv,0.62,0.69,0.51,0.62,0.45,0.43,0.4,0.51,0.5,0.55,0.55,0.52,0.38,0.76,0.45,0.48,0.5,0.45
open-beos.csv,0.46,0.49,0.53,0.54,0.64,0.48,0.44,0.57,0.59,0.67,0.39,0.53,0.42,0.51,0.43,0.5,0.47,0.69
planeshift.csv,0.44,0.49,0.47,0.56,0.54,0.5,0.33,0.4,0.45,0.53,0.36,0.43,0.37,0.5,0.41,0.44,0.37,0.38
plee-the-bear.csv,0.75,0.99,0.96,0.83,0.62,0.48,0.5,0.5,0.47,0.51,0.44,0.48,0.54,0.82,0.57,0.63,0.75,0.47
reaper-ecad.csv,0.52,0.6,0.46,0.96,0.48,0.45,0.43,0.44,0.43,0.49,0.47,0.64,0.38,0.59,0.4,0.45,0.41,0.43
sbml.csv,0.39,0.49,0.48,0.47,0.42,0.42,0.33,0.38,0.39,0.62,0.36,0.36,0.34,0.37,0.39,0.42,0.36,0.39
unimrcp.csv,0.55,0.63,0.98,0.8,0.53,0.95,0.67,0.91,0.95,0.8,0.71,0.63,0.86,0.6,0.93,0.86,0.69,0.75
unladen-swallow.csv,0.97,1.0,0.62,0.83,0.8,0.65,0.62,0.71,0.58,0.53,0.83,0.71,0.81,0.84,0.68,0.49,0.98,0.71
