,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.67,0.77,0.7,0.54,0.34,0.28,0.33,0.56,0.39,0.31,0.57,0.56,0.37,0.63,0.45,0.59,0.99,0.36
cornerstone.csv,0.55,0.44,0.85,0.21,0.28,0.44,0.4,0.4,0.34,0.09,0.92,0.33,0.41,0.19,0.46,0.44,0.58,0.43
emeraldemu.csv,0.81,0.57,0.52,0.33,0.26,0.33,0.33,0.96,0.23,0.16,0.55,0.33,0.49,0.33,0.58,0.26,0.64,0.14
grafx2.csv,0.78,0.79,0.7,0.75,0.46,0.39,0.67,0.66,0.49,0.47,0.69,0.48,0.5,0.98,0.54,0.85,0.66,0.71
jahshakafx.csv,0.98,0.48,0.61,0.25,0.12,0.21,0.4,0.45,0.34,0.22,0.33,0.15,0.17,0.16,0.36,0.38,0.42,0.29
kindb.csv,0.86,0.81,0.76,0.88,0.54,0.52,0.87,0.8,0.63,0.66,0.67,0.81,0.62,0.47,0.67,0.97,0.7,0.71
maya-work-in-progress.csv,0.87,0.71,0.88,0.79,0.58,0.61,0.93,0.88,0.67,0.94,0.86,0.89,0.66,0.67,0.76,0.35,0.84,0.86
netatalk.csv,0.6,0.66,0.64,0.67,0.28,0.26,0.53,0.53,0.36,0.62,0.51,0.63,0.34,0.44,0.43,0.59,0.57,1.0
novembre.csv,0.41,0.28,0.48,0.12,0.14,0.19,0.87,0.29,0.26,0.25,0.33,0.0,0.18,0.05,0.21,0.09,0.39,0.29
ns-3.csv,0.8,0.8,0.97,0.75,0.38,0.99,0.73,0.76,0.62,0.59,0.55,1.0,0.8,0.81,0.59,0.88,0.92,0.79
nullc.csv,0.53,0.5,0.55,0.88,0.98,0.87,0.93,0.65,0.71,0.62,0.47,0.63,0.87,0.37,0.75,0.85,0.64,0.71
open-beos.csv,0.55,0.58,0.73,0.42,0.38,0.53,0.47,0.56,0.98,0.41,0.67,0.67,0.62,0.79,0.66,0.79,0.59,0.57
planeshift.csv,0.85,0.92,0.94,0.88,0.58,0.68,0.8,0.84,0.75,0.81,0.78,0.85,0.99,0.95,0.8,0.94,0.91,0.79
plee-the-bear.csv,0.42,0.08,0.82,0.04,0.62,0.77,0.47,0.52,0.71,0.81,0.57,0.63,0.54,0.37,0.5,0.47,0.27,0.71
reaper-ecad.csv,0.9,0.66,0.91,0.92,0.86,0.86,0.73,0.81,0.85,0.91,0.67,0.33,0.82,0.81,0.92,0.91,0.78,1.0
sbml.csv,0.85,0.81,0.76,0.92,0.54,0.57,0.8,0.86,0.74,0.59,0.84,0.78,0.82,0.56,0.97,0.91,0.77,0.64
unimrcp.csv,0.5,0.41,0.3,0.38,0.32,0.11,0.27,0.34,0.12,0.12,0.27,0.96,0.22,0.3,0.18,0.21,0.32,0.36
unladen-swallow.csv,0.11,0.55,0.42,0.21,0.34,0.52,0.6,0.37,0.46,0.69,0.06,0.26,0.29,0.33,0.36,0.68,0.19,0.29
