,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.24,0.38,0.36,0.25,0.18,0.25,0.3,0.29,0.17,0.06,0.34,0.26,0.15,0.11,0.12,0.0,0.0,0.16
cornerstone.csv,0.22,0.21,0.33,0.13,0.09,0.4,0.45,0.26,0.13,0.04,0.0,0.27,0.33,0.24,0.31,0.5,0.37,0.68
emeraldemu.csv,0.29,0.28,0.12,0.08,0.09,0.28,0.3,0.0,0.11,0.04,0.51,0.11,0.43,0.0,0.5,0.06,0.35,0.11
grafx2.csv,0.31,0.43,0.37,0.44,0.18,0.19,0.42,0.2,0.23,0.09,0.64,0.35,0.26,0.0,0.28,0.31,0.35,0.37
jahshakafx.csv,0.0,0.21,0.12,0.16,0.18,0.08,0.25,0.18,0.17,0.0,0.3,0.22,0.2,0.0,0.03,0.12,0.11,0.18
kindb.csv,0.33,0.42,0.39,0.38,0.73,0.28,0.62,0.43,0.38,0.28,0.51,0.42,0.41,0.16,0.34,0.06,0.38,0.39
maya-work-in-progress.csv,0.66,0.53,0.61,0.42,0.45,0.4,0.78,0.63,0.58,0.0,0.74,0.49,0.59,0.37,0.62,0.25,0.68,0.61
netatalk.csv,0.2,0.32,0.21,0.2,0.09,0.17,0.4,0.18,0.09,0.15,0.28,0.32,0.04,0.21,0.09,0.12,0.27,0.0
novembre.csv,0.15,0.14,0.21,0.17,0.09,0.15,0.0,0.16,0.11,0.06,0.17,0.03,0.13,0.05,0.25,0.0,0.13,0.08
ns-3.csv,0.62,0.65,0.86,0.84,0.27,0.0,0.75,0.59,0.41,0.43,0.51,0.95,0.7,0.55,0.47,0.69,0.72,0.71
nullc.csv,0.63,0.7,0.79,0.84,0.0,0.84,0.85,0.57,0.81,0.77,0.36,0.76,0.85,0.34,0.72,0.94,0.72,0.89
open-beos.csv,0.3,0.35,0.27,0.25,0.27,0.29,0.45,0.33,0.0,0.04,0.79,0.5,0.43,0.45,0.59,0.44,0.32,0.21
planeshift.csv,0.6,0.87,0.71,0.77,0.55,0.47,0.75,0.64,0.64,0.57,0.68,0.76,0.02,0.76,0.66,0.81,0.82,0.61
plee-the-bear.csv,0.68,0.05,0.0,0.03,1.0,0.91,0.72,0.77,0.9,0.96,0.72,0.92,0.76,0.76,0.78,0.88,0.61,0.92
reaper-ecad.csv,0.87,0.8,0.84,0.01,1.0,0.84,0.6,0.78,0.9,0.94,0.66,0.66,0.72,0.95,0.91,1.0,0.75,0.84
sbml.csv,0.36,0.67,0.46,0.52,0.36,0.48,0.7,0.6,0.58,0.45,0.62,0.39,0.67,0.08,0.0,0.88,0.48,0.63
unimrcp.csv,0.14,0.16,0.06,0.13,0.09,0.04,0.2,0.08,0.02,0.02,0.17,0.01,0.07,0.05,0.0,0.0,0.11,0.08
unladen-swallow.csv,0.12,0.03,0.6,0.51,0.73,0.63,0.38,0.48,0.67,0.89,0.06,0.61,0.35,0.45,0.72,0.75,0.39,0.63
