,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.41,0.44,0.47,0.52,0.68,0.77,0.73,0.53,0.63,0.69,0.55,0.51,0.64,0.39,0.57,0.41,0.01,0.66
cornerstone.csv,0.5,0.6,0.36,0.8,0.73,0.69,0.75,0.65,0.67,0.91,0.08,0.72,0.67,0.85,0.62,0.75,0.56,0.89
emeraldemu.csv,0.35,0.51,0.5,0.67,0.75,0.73,0.73,0.04,0.78,0.84,0.68,0.68,0.67,0.67,0.65,0.74,0.51,0.86
grafx2.csv,0.38,0.48,0.48,0.51,0.57,0.64,0.54,0.4,0.56,0.54,0.71,0.63,0.57,0.02,0.54,0.35,0.49,0.47
jahshakafx.csv,0.02,0.56,0.41,0.77,0.9,0.79,0.65,0.58,0.68,0.78,0.74,0.88,0.85,0.84,0.65,0.63,0.59,0.74
kindb.csv,0.35,0.46,0.46,0.4,0.86,0.56,0.64,0.47,0.53,0.44,0.61,0.46,0.56,0.56,0.48,0.07,0.48,0.49
maya-work-in-progress.csv,0.67,0.6,0.62,0.47,0.62,0.56,0.78,0.64,0.67,0.06,0.76,0.5,0.68,0.49,0.67,0.69,0.69,0.62
netatalk.csv,0.45,0.47,0.42,0.39,0.73,0.76,0.61,0.5,0.65,0.4,0.56,0.49,0.66,0.6,0.57,0.43,0.51,0.0
novembre.csv,0.61,0.73,0.56,0.89,0.86,0.82,0.13,0.73,0.75,0.75,0.69,1.0,0.83,0.95,0.83,0.91,0.63,0.72
ns-3.csv,0.66,0.68,0.86,0.87,0.68,0.01,0.8,0.64,0.56,0.59,0.68,0.95,0.72,0.58,0.62,0.7,0.72,0.74
nullc.csv,0.78,0.86,0.91,0.85,0.02,0.85,0.85,0.67,0.86,0.85,0.64,0.84,0.86,0.72,0.76,0.95,0.81,0.94
open-beos.csv,0.54,0.55,0.39,0.64,0.68,0.56,0.7,0.55,0.02,0.6,0.85,0.6,0.58,0.49,0.69,0.48,0.52,0.48
planeshift.csv,0.62,0.87,0.71,0.78,0.69,0.57,0.78,0.66,0.69,0.6,0.72,0.77,0.03,0.76,0.69,0.81,0.82,0.64
plee-the-bear.csv,0.9,0.92,0.18,0.96,1.07,0.94,0.9,0.91,0.95,0.98,0.84,0.99,0.89,0.99,0.93,1.02,0.95,0.96
reaper-ecad.csv,0.87,0.87,0.85,0.08,1.01,0.85,0.66,0.8,0.92,0.94,0.74,0.94,0.74,0.97,0.91,1.0,0.78,0.84
sbml.csv,0.39,0.7,0.52,0.52,0.59,0.65,0.73,0.62,0.64,0.6,0.64,0.45,0.7,0.45,0.03,0.88,0.53,0.73
unimrcp.csv,0.52,0.61,0.7,0.64,0.69,0.89,0.76,0.66,0.88,0.88,0.75,0.04,0.79,0.7,0.82,0.79,0.69,0.65
unladen-swallow.csv,0.9,0.45,0.83,0.94,0.98,0.79,0.55,0.79,0.86,0.95,0.94,0.96,0.79,0.81,0.97,0.82,0.9,0.95
