,brlcad.csv,jmri.csv,critterding.csv,popeye-chess.csv,alpine.csv,yarp.csv,nabu-library.csv,biodwh.csv
alpine.csv,0.99,0.62,1.0,1.0,0.22,1.0,0.97,0.93
biodwh.csv,0.41,0.17,0.17,0.05,0.27,0.18,0.01,0.14
brlcad.csv,0.36,0.29,0.39,0.14,0.09,0.29,0.81,0.15
critterding.csv,0.71,0.9,0.22,0.75,0.94,0.47,0.81,0.92
jmri.csv,0.19,0.32,0.17,0.07,0.39,0.76,0.67,0.59
nabu-library.csv,0.53,0.4,0.61,0.14,0.82,0.11,0.25,0.28
popeye-chess.csv,0.25,0.57,0.32,0.27,0.48,0.18,0.15,0.25
yarp.csv,0.0,0.37,0.07,0.61,0.13,0.34,0.73,0.48
