,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,0.57,1.0,0.0,0.67,0.37,0.76,0.0
l2j.csv,0.43,0.2,0.12,0.47,0.37,0.99,0.01
libmesh.csv,0.15,0.07,0.12,0.14,0.95,0.75,0.02
mvdsv.csv,0.0,0.0,1.0,1.0,0.0,0.0,0.0
nova.csv,1.0,0.17,0.0,0.0,0.39,0.6,0.0
proftp.csv,0.29,0.17,0.17,1.0,0.25,0.83,0.0
