,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,0.86,0.85,0.85,0.67,0.84,0.97,0.38
l2j.csv,0.5,0.44,0.31,0.42,0.51,0.44,0.29
libmesh.csv,0.69,0.98,0.65,0.93,0.95,0.67,0.41
mvdsv.csv,0.0,0.0,0.83,0.0,0.0,0.0,0.0
nova.csv,0.69,0.83,0.88,0.5,0.78,0.97,0.92
proftp.csv,0.71,0.94,0.5,0.47,0.88,0.92,0.79
