,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,keyczar.csv
agilitybook.csv,1380.0,367.5,1779.5,478.5,94.5,859.0,664.0,96.5
apolloplayer.csv,4767.5,290.5,1083.5,757.0,98.5,99.0,633.5,87.5
k3d.csv,4334.0,303.0,270.0,464.5,88.5,99.0,70.5,98.5
keyczar.csv,5949.5,0.0,0.0,95.5,90.5,285.5,0.0,98.5
kowari.csv,5608.0,96.5,926.0,194.0,99.0,475.5,752.5,98.5
redshell.csv,1647.0,195.0,18281.5,168.0,99.0,769.0,978.0,92.5
rtb-team.csv,152.0,96.5,555.5,78.5,96.5,99.0,758.0,93.5
