,pclasses.csv,re2c.csv,psrchive.csv,liferea.csv,log4net.csv,jmol.csv,tycho.csv,xfce.csv,adobe-source.csv,ibatisdb.csv
adobe-source.csv,0.75,0.32,0.58,1.0,0.81,0.91,0.59,0.6,0.37,0.77
ibatisdb.csv,0.66,1.11,0.81,0.9,0.69,0.56,0.87,0.83,0.74,0.25
jmol.csv,0.6,1.0,0.97,0.66,1.0,0.47,0.64,1.0,0.89,0.96
liferea.csv,0.62,0.94,0.61,0.36,0.75,0.58,0.94,0.57,0.87,0.85
log4net.csv,0.82,0.83,0.71,0.65,0.11,0.8,0.65,0.62,0.8,0.89
pclasses.csv,0.27,1.0,0.86,0.92,0.46,0.86,0.88,0.99,0.73,0.9
psrchive.csv,0.69,0.38,0.28,0.77,0.39,0.89,0.68,0.89,0.7,0.89
re2c.csv,0.83,0.02,0.71,0.77,0.55,0.87,0.89,0.72,0.89,0.77
tycho.csv,0.83,0.35,0.67,0.73,0.71,0.78,0.31,0.78,0.75,1.02
xfce.csv,0.61,1.0,0.65,0.53,0.73,0.67,0.56,0.48,0.76,0.82
