,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,1.0,0.91,1.0,0.39,0.78,1.0,0.91,1.0,1.0,0.88,0.99,0.63,1.0,1.0,0.83
aufs.csv,1.0,1.0,0.75,0.9,0.99,1.0,0.96,1.0,0.41,1.0,0.61,0.98,1.0,0.72,1.0
bulmages.csv,1.0,0.98,1.0,1.0,0.59,1.0,0.82,1.0,1.0,0.53,1.0,0.95,1.0,1.0,0.91
coot.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
emono.csv,0.98,0.9,0.99,0.78,0.66,1.0,0.91,0.94,1.0,0.96,1.0,0.95,0.71,0.9,0.42
extprosys.csv,1.0,0.51,0.89,0.88,0.49,1.0,0.55,1.0,1.0,0.61,1.0,0.84,1.0,1.0,0.96
freelords.csv,1.0,0.95,1.0,0.59,0.82,1.0,0.68,1.0,1.0,0.96,1.0,0.76,1.0,1.0,0.87
jnode.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jruby.csv,1.0,0.85,1.0,1.0,0.93,1.0,0.8,1.0,0.9,0.92,1.0,1.0,1.0,0.95,0.63
jsecurity.csv,1.0,0.87,0.89,1.0,0.72,1.0,0.78,1.0,1.0,0.86,1.0,0.69,1.0,1.0,0.55
matrex.csv,1.0,0.57,0.9,1.02,0.83,1.0,0.58,1.0,0.95,0.62,0.16,0.83,1.0,0.94,0.78
officefloor.csv,0.9,1.0,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.65,1.0,1.0,1.0,1.0
projectfactory.csv,1.0,0.8,1.0,0.98,0.63,1.0,0.96,1.0,1.0,0.77,1.0,0.5,1.0,1.0,1.0
taverna.csv,1.0,0.94,0.24,1.01,1.0,1.0,0.96,1.0,0.54,0.91,0.51,0.98,1.0,0.73,1.0
vxl.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
