,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.0,0.34,0.0,0.84,0.27,0.0,0.11,0.0,0.0,0.42,0.05,0.53,0.0,0.0,0.22
aufs.csv,0.0,0.0,0.4,0.42,0.05,0.0,0.17,0.0,0.64,0.0,0.46,0.09,0.0,0.46,0.0
bulmages.csv,0.0,0.02,0.0,0.0,0.68,0.0,0.5,0.0,0.0,0.53,0.0,0.06,0.0,0.0,0.35
coot.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emono.csv,0.09,0.36,0.17,0.45,0.6,0.0,0.36,0.24,0.0,0.2,0.0,0.21,0.63,0.37,0.8
extprosys.csv,0.0,0.54,0.13,0.17,0.66,0.0,0.67,0.0,0.0,0.54,0.0,0.21,0.0,0.0,0.2
freelords.csv,0.0,0.07,0.0,0.48,0.5,0.0,0.68,0.0,0.0,0.06,0.0,0.32,0.0,0.0,0.45
jnode.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jruby.csv,0.0,0.48,0.0,0.0,0.29,0.0,0.53,0.0,0.4,0.32,0.0,0.0,0.0,0.21,0.44
jsecurity.csv,0.0,0.16,0.13,0.0,0.33,0.0,0.28,0.0,0.0,0.17,0.0,0.46,0.0,0.0,0.55
matrex.csv,0.0,0.58,0.13,0.0,0.49,0.0,0.65,0.0,0.06,0.64,0.87,0.21,0.0,0.07,0.54
officefloor.csv,0.13,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
projectfactory.csv,0.0,0.25,0.0,0.02,0.63,0.0,0.17,0.0,0.0,0.51,0.0,0.61,0.0,0.0,0.0
taverna.csv,0.0,0.24,0.8,0.0,0.0,0.0,0.17,0.0,0.6,0.33,0.75,0.09,0.0,0.52,0.0
vxl.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
