,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.0,1.0,4.0,0.0,1.0,1.0,1.0,323.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0
aufs.csv,150.0,2.0,3.0,1.0,11.0,411.0,1.0,1376.0,1.0,0.0,1.0,2.0,76.0,0.0,0.0
bulmages.csv,150.0,0.0,79.0,61.0,9.0,411.0,2.0,1376.0,116.0,1.0,147.0,0.0,76.0,144.0,0.0
coot.csv,0.0,2.0,2.0,1.0,11.0,1.0,1.0,323.0,5.0,0.0,2.0,1.0,1.0,0.0,0.0
emono.csv,0.0,2.0,2.0,1.0,20.0,1.0,1.0,455.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0
extprosys.csv,150.0,0.0,0.0,0.0,2.0,411.0,0.0,1376.0,116.0,4.0,147.0,1.0,76.0,144.0,0.0
freelords.csv,150.0,1.0,79.0,0.0,15.0,411.0,0.0,1376.0,116.0,4.0,147.0,0.0,76.0,144.0,0.0
jnode.csv,150.0,186.0,79.0,61.0,207.0,411.0,106.0,1376.0,116.0,100.0,147.0,81.0,76.0,144.0,121.0
jruby.csv,0.0,1.0,2.0,1.0,11.0,1.0,1.0,323.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0
jsecurity.csv,150.0,4.0,0.0,61.0,0.0,411.0,0.0,1376.0,116.0,2.0,147.0,0.0,76.0,144.0,0.0
matrex.csv,150.0,2.0,2.0,1.0,11.0,411.0,0.0,1376.0,0.0,2.0,0.0,0.0,76.0,0.0,1.0
officefloor.csv,1.0,2.0,0.0,1.0,11.0,411.0,1.0,1376.0,5.0,0.0,7.0,1.0,76.0,0.0,0.0
projectfactory.csv,150.0,1.0,79.0,0.0,30.0,411.0,1.0,1376.0,116.0,0.0,147.0,0.0,76.0,144.0,0.0
taverna.csv,150.0,2.0,0.0,1.0,11.0,411.0,1.0,1376.0,5.0,0.0,0.0,2.0,76.0,0.0,0.0
vxl.csv,150.0,186.0,79.0,61.0,207.0,411.0,106.0,1376.0,116.0,100.0,147.0,81.0,76.0,144.0,121.0
