,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,1.0,0.9,1.0,0.39,0.15,1.0,0.07,1.0,1.0,0.85,0.99,0.4,1.0,1.0,0.17
aufs.csv,0.0,1.0,0.42,0.83,0.99,0.0,0.96,0.0,0.08,1.0,0.2,0.98,0.0,0.47,1.0
bulmages.csv,0.0,0.0,0.0,0.0,0.54,0.0,0.82,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.9
coot.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
emono.csv,0.98,0.89,0.96,0.56,0.57,1.0,0.89,0.94,1.0,0.95,1.0,0.95,0.7,0.89,0.4
extprosys.csv,0.0,0.07,0.0,0.17,0.36,0.0,0.46,0.0,0.0,0.39,0.0,0.16,0.0,0.0,0.95
freelords.csv,0.0,0.08,0.0,0.17,0.82,0.0,0.68,0.0,0.0,0.1,0.0,0.26,0.0,0.0,0.83
jnode.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jruby.csv,1.0,0.84,1.0,1.0,0.92,1.0,0.79,1.0,0.86,0.91,1.0,1.0,1.0,0.95,0.17
jsecurity.csv,0.01,0.1,0.02,0.0,0.02,0.0,0.18,0.0,0.0,0.02,0.03,0.4,0.0,0.0,0.29
matrex.csv,0.0,0.4,0.15,1.0,0.82,0.0,0.5,0.0,0.0,0.55,0.08,0.09,0.0,0.0,0.71
officefloor.csv,0.1,1.0,0.89,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.64,1.0,0.0,1.0,1.0
projectfactory.csv,0.0,0.13,0.0,0.0,0.54,0.0,0.96,0.0,0.0,0.64,0.0,0.28,0.0,0.0,1.0
taverna.csv,0.0,0.94,0.09,1.0,1.0,0.0,0.96,0.0,0.35,0.91,0.48,0.98,0.0,0.58,1.0
vxl.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
