,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.64,0.27,0.46,0.63,0.4,0.72,0.65,0.45,0.74,0.17,0.0,0.68,0.71,0.75,0.37,0.73,0.68
biopax.csv,0.78,0.26,0.66,0.59,0.32,0.72,0.6,0.45,0.8,0.45,0.15,0.98,0.76,0.73,0.5,0.91,0.64
ffigo.csv,0.02,0.13,0.08,0.34,0.0,0.04,0.15,0.04,0.18,0.34,0.0,0.3,0.78,0.11,0.42,0.53,0.11
freebios.csv,0.5,0.19,0.79,0.24,0.18,0.34,0.4,0.37,0.46,0.43,0.19,0.61,0.58,0.27,0.37,0.58,0.28
glelite.csv,0.78,0.25,0.65,0.63,0.29,0.74,0.6,0.44,0.75,0.4,0.15,0.99,0.74,0.74,0.54,0.81,0.63
gnupdate.csv,0.7,0.31,0.45,0.58,0.6,0.64,0.59,0.49,0.65,0.29,0.04,0.52,0.65,0.51,0.34,0.62,0.63
go.csv,0.79,0.27,0.45,0.58,0.5,0.64,0.71,0.51,0.78,0.3,0.04,0.7,0.68,0.66,0.41,0.7,0.63
gstreamer.csv,0.79,0.25,0.4,0.61,0.33,0.75,0.61,0.43,0.73,0.26,0.19,0.77,0.67,0.75,0.52,0.86,0.64
metacosm.csv,0.36,0.28,0.15,0.65,0.49,0.36,0.57,0.36,0.63,0.34,0.09,0.47,0.54,0.43,0.33,0.71,0.73
pcsx2.csv,0.72,0.28,0.59,0.55,0.37,0.57,0.67,0.43,0.78,0.38,0.0,0.39,0.0,0.7,0.44,0.62,0.65
pgui.csv,0.0,0.0,0.29,0.55,0.34,0.0,0.59,0.54,0.01,0.09,0.0,0.9,0.05,0.0,0.54,0.88,0.64
qse.csv,0.52,0.26,0.31,0.57,0.36,0.44,0.76,0.48,0.66,0.25,0.11,0.68,0.42,0.49,0.44,0.83,0.65
rebecca-aiml.csv,0.76,0.29,0.37,0.57,0.22,0.61,0.67,0.48,0.71,0.76,0.17,0.67,0.68,0.69,0.47,0.66,0.45
skia.csv,0.61,0.28,0.18,0.56,0.33,0.71,0.46,0.39,0.6,0.39,0.26,0.6,0.48,0.49,0.61,0.3,0.43
vars-redux.csv,0.73,0.34,0.35,0.71,0.26,0.61,0.57,0.42,0.7,0.53,0.21,0.84,0.7,0.69,0.46,0.65,0.71
wxjs.csv,0.0,0.03,0.04,0.0,0.0,0.02,0.0,0.0,0.04,0.45,0.46,0.21,0.0,0.0,0.13,0.05,0.0
yale.csv,0.77,0.35,0.69,0.37,0.28,0.74,0.43,0.41,0.75,0.48,0.15,0.9,0.64,0.58,0.47,0.49,0.37
