,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.24,0.43,0.73,0.79,0.47,0.38,0.57,0.56,0.48,0.83,0.53,1.0,0.27,0.55,0.37,0.1,0.71
biopax.csv,0.87,1.0,1.0,1.0,1.0,0.78,1.0,0.95,0.96,1.0,1.0,1.0,0.84,0.99,1.0,0.05,1.0
ffigo.csv,0.04,0.28,0.04,0.36,0.02,0.0,0.04,0.01,0.09,0.11,0.12,0.0,0.36,0.04,0.57,0.45,0.19
freebios.csv,0.71,0.39,0.24,0.25,0.45,0.36,0.7,0.33,0.37,0.14,0.43,0.33,0.64,0.43,0.65,0.6,0.13
glelite.csv,0.93,0.96,0.88,0.75,0.95,0.85,0.98,0.98,0.74,0.95,0.99,0.0,0.95,0.97,0.8,0.55,0.97
gnupdate.csv,0.58,0.41,0.67,0.9,0.2,0.63,0.47,0.34,0.55,0.21,0.43,1.0,0.7,0.25,0.35,0.65,0.81
go.csv,0.27,0.72,0.65,0.84,0.36,0.66,0.45,0.61,0.6,0.77,0.42,0.0,0.41,0.39,0.67,0.25,0.81
gstreamer.csv,0.58,0.74,0.76,0.91,0.6,0.85,0.57,0.72,0.38,0.52,0.78,0.67,0.75,0.24,0.48,0.65,1.0
metacosm.csv,0.09,0.59,0.22,0.48,0.13,0.2,0.06,0.28,0.28,0.42,0.16,0.67,0.25,0.1,0.37,0.15,0.26
pcsx2.csv,0.47,0.48,0.69,0.33,0.7,0.34,0.57,0.96,0.38,0.8,0.21,0.0,0.0,0.49,0.65,0.25,0.61
pgui.csv,0.0,0.0,0.08,0.7,0.92,0.0,0.53,0.28,0.0,0.08,0.21,0.67,0.05,0.0,0.33,0.7,1.0
qse.csv,0.09,0.56,0.31,0.64,0.03,0.18,0.13,0.18,0.38,0.55,0.47,0.67,0.25,0.1,0.35,0.2,0.74
rebecca-aiml.csv,0.51,0.51,0.16,0.21,0.44,0.57,0.28,0.4,0.44,0.15,0.28,0.0,0.34,0.61,0.76,0.35,0.23
skia.csv,0.38,0.49,0.2,0.43,0.42,0.61,0.17,0.52,0.26,0.13,0.5,0.0,0.36,0.37,0.24,0.65,0.19
vars-redux.csv,0.29,0.41,0.25,0.34,0.64,0.43,0.28,0.71,0.32,0.67,0.69,0.67,0.36,0.31,0.74,0.0,0.35
wxjs.csv,0.0,0.06,0.0,0.0,0.0,0.02,0.02,0.02,0.01,0.09,0.21,0.0,0.0,0.01,0.11,0.2,0.0
yale.csv,1.0,0.24,0.59,0.37,0.99,0.95,0.66,0.45,0.89,0.75,0.33,1.0,0.61,0.61,0.85,0.45,0.26
