,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,0.39,0.38,0.39,0.46,0.41,0.43,0.27,0.53,0.91,0.37,0.36,0.37,0.32,0.5,0.45,0.36,0.36,0.4,0.43,0.39
bzbyte.csv,0.4,0.38,0.83,0.46,0.67,0.0,0.32,0.0,0.0,0.35,0.36,0.48,0.0,0.0,0.45,0.36,0.38,0.4,0.45,0.73
carabiner.csv,0.38,0.36,0.37,0.41,0.53,0.4,0.29,0.4,0.43,0.31,0.36,0.42,0.34,0.4,0.44,0.38,0.33,0.57,0.47,0.35
chipster.csv,0.93,0.92,0.46,0.59,0.68,0.67,0.33,0.92,0.88,0.45,0.89,0.66,0.75,0.55,0.93,0.86,0.0,0.9,0.78,0.94
continuum-ide.csv,0.4,0.67,0.94,0.73,0.93,0.75,0.45,0.98,0.81,0.82,0.73,0.92,0.93,0.51,0.78,0.78,0.67,0.0,0.75,0.92
ctrlr.csv,0.94,0.54,0.7,0.78,0.72,0.78,0.83,0.49,0.8,0.49,0.75,0.94,0.94,0.9,0.92,0.83,0.49,0.67,0.77,0.93
galaxium.csv,0.38,0.37,0.43,0.53,0.51,0.38,0.39,0.52,0.65,0.32,0.69,0.49,0.34,0.44,0.52,0.8,0.38,0.64,0.46,0.32
ingex.csv,0.8,0.37,0.39,0.53,0.43,0.4,0.4,0.47,0.86,0.48,0.58,0.51,0.46,0.45,0.52,0.39,0.59,0.56,0.8,0.58
itext.csv,0.4,0.37,0.36,0.5,0.42,0.39,0.26,0.39,0.41,0.32,0.35,0.35,0.33,0.36,0.45,0.36,0.33,0.55,0.39,0.34
jgnash.csv,0.47,0.39,0.41,0.38,0.64,0.38,0.29,0.71,0.48,0.42,0.34,0.36,0.34,0.45,0.4,0.35,0.34,0.67,0.55,0.32
jppf-project.csv,0.82,0.46,0.43,0.58,0.47,0.45,0.67,0.42,0.64,0.41,0.48,0.56,0.64,0.68,0.59,0.61,0.75,0.61,0.53,0.66
jsr308-langtools.csv,0.4,0.36,0.38,0.46,0.37,0.37,0.3,0.0,0.54,0.32,0.36,0.37,0.79,0.37,0.44,0.36,0.35,0.4,0.39,0.33
lite.csv,0.41,0.38,0.54,0.71,0.79,0.44,0.38,0.4,0.76,0.38,0.91,0.58,0.63,0.47,0.39,0.41,0.38,0.83,0.5,0.59
octet.csv,0.52,0.73,0.41,0.54,0.58,0.53,0.31,0.75,0.74,0.49,0.93,0.53,0.56,0.42,0.9,0.41,0.91,0.61,0.53,0.67
owfs.csv,0.59,0.4,0.42,0.45,0.62,0.62,0.29,0.42,0.76,0.34,0.37,0.44,0.5,0.45,0.43,0.36,0.52,0.44,0.6,0.54
sidekar.csv,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.45,0.37,0.0,0.4,0.0,0.0
stemkit.csv,0.88,0.61,0.8,0.75,0.81,0.53,0.86,0.74,0.68,0.85,0.68,0.96,0.64,0.62,0.0,0.86,0.93,0.92,0.76,0.67
ta3d.csv,0.88,0.52,0.56,0.65,0.51,0.4,0.62,0.49,0.84,0.5,0.93,0.94,0.75,0.74,0.53,0.88,0.73,0.83,0.69,0.48
tigermud.csv,0.4,0.46,0.62,0.86,0.77,0.67,0.32,0.82,0.9,0.73,0.94,0.48,0.9,0.47,0.48,0.43,0.41,0.46,0.52,0.82
utgb.csv,0.67,0.45,0.6,0.87,0.65,0.83,0.0,0.75,0.69,0.83,0.9,0.9,0.35,0.86,0.5,0.75,0.67,0.93,0.59,0.47
