,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,ivataopenportal.csv,elynx.csv,cascading.csv,aten.csv,xcmetadataservicestoolkit.csv,lite.csv,codepurge.csv,olex2.csv,stajistics.csv,jfreechart.csv,elvishrayrenderer.csv,uwom.csv,gisgraphy.csv
cascading.csv,0.56,0.85,0.73,0.65,0.68,1.16,0.03,0.38,0.72,0.8,0.8,0.55,0.57,0.65,0.74,0.52,0.9
codepurge.csv,0.75,1.01,0.74,0.87,0.83,1.02,0.86,0.65,0.6,0.6,0.12,0.74,0.9,1.04,0.65,0.65,0.73
crisscross.csv,0.73,0.58,0.05,0.68,0.79,1.05,0.82,0.61,0.72,0.9,0.7,0.68,0.75,0.7,0.75,0.63,0.83
elvishrayrenderer.csv,0.67,0.66,0.58,0.62,0.76,0.49,0.65,0.59,0.7,0.44,0.57,0.69,0.63,0.95,0.0,0.68,0.77
gisgraphy.csv,0.88,0.77,0.97,0.88,0.97,0.25,0.93,0.9,0.82,0.67,0.74,0.76,0.79,1.0,0.68,0.6,0.0
ivataopenportal.csv,0.7,0.62,0.91,0.67,0.0,1.03,0.62,0.77,0.4,0.87,0.73,0.78,0.59,1.2,0.86,0.85,0.67
lite.csv,0.83,1.0,0.91,0.93,0.94,1.01,0.97,0.91,0.85,0.07,0.96,0.87,0.97,1.0,0.94,0.74,0.95
mb-unit.csv,0.78,0.71,0.98,0.05,0.76,1.26,0.97,0.08,0.58,0.83,0.79,0.71,0.55,0.82,0.84,0.81,0.87
nova.csv,0.67,0.0,0.79,0.62,0.9,0.47,0.7,1.09,0.98,0.67,0.7,0.64,0.61,1.1,0.74,0.62,0.69
olex2.csv,0.6,0.85,0.53,0.7,0.75,1.07,0.71,0.63,0.76,0.64,0.73,0.03,0.62,1.01,0.58,0.55,0.57
openwbem.csv,0.07,0.99,0.6,0.73,0.7,1.16,0.96,0.64,0.63,0.73,0.63,0.68,0.77,1.1,0.52,0.82,0.77
stajistics.csv,0.84,0.91,0.8,0.73,0.8,1.08,0.72,0.2,0.67,0.43,0.69,0.86,0.0,1.01,0.65,0.86,0.68
uwom.csv,0.67,0.71,0.95,0.76,0.75,1.01,0.87,1.08,0.8,0.56,0.88,0.86,0.68,1.04,0.73,0.04,0.73
xcmetadataservicestoolkit.csv,0.71,0.93,0.91,0.61,0.67,0.46,0.62,1.24,0.0,0.84,0.84,0.89,0.9,0.86,0.75,0.94,0.88
