,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,ivataopenportal.csv,elynx.csv,cascading.csv,aten.csv,xcmetadataservicestoolkit.csv,lite.csv,codepurge.csv,olex2.csv,stajistics.csv,jfreechart.csv,elvishrayrenderer.csv,uwom.csv,gisgraphy.csv
cascading.csv,0.45,0.67,0.19,0.88,0.54,0.0,0.99,1.0,0.74,1.0,0.24,0.65,0.42,0.01,0.65,0.32,0.18
codepurge.csv,0.57,0.0,0.23,0.97,0.57,0.0,0.81,1.0,0.8,0.39,1.0,0.57,0.5,0.0,0.74,0.28,0.55
crisscross.csv,0.43,0.3,0.95,0.94,0.64,0.0,0.74,1.0,0.72,0.15,0.21,0.56,0.42,0.01,0.65,0.45,0.25
elvishrayrenderer.csv,0.41,0.33,0.23,0.88,0.52,0.03,0.81,1.0,0.73,0.43,0.21,0.47,0.41,0.01,1.0,0.23,0.28
gisgraphy.csv,0.57,0.2,0.06,0.76,0.33,0.06,0.75,1.0,0.65,0.29,0.14,0.42,0.35,0.0,0.72,0.36,1.0
ivataopenportal.csv,0.36,0.28,0.13,0.87,1.0,0.0,0.84,1.0,1.0,0.19,0.14,0.42,0.37,0.0,0.53,0.15,0.34
lite.csv,0.54,0.0,0.29,0.87,0.64,0.0,1.0,1.0,1.0,1.0,0.5,0.67,0.25,0.0,1.0,0.32,0.5
mb-unit.csv,0.39,0.36,0.18,0.99,0.52,0.0,0.78,1.0,0.79,0.22,0.16,0.51,0.41,0.01,0.67,0.22,0.28
nova.csv,0.39,1.0,0.17,0.88,0.34,0.03,0.78,0.99,0.67,0.32,0.15,0.51,0.38,0.0,0.65,0.28,0.32
olex2.csv,0.45,0.5,0.27,0.87,0.65,0.0,0.82,1.0,0.7,0.4,0.23,1.0,0.52,0.0,0.75,0.35,0.4
openwbem.csv,1.0,0.13,0.22,0.85,0.54,0.0,0.67,1.0,0.77,0.32,0.19,0.48,0.27,0.0,0.82,0.18,0.33
stajistics.csv,0.37,0.23,0.15,0.86,0.6,0.0,0.78,1.0,0.75,0.48,0.18,0.33,1.0,0.0,0.69,0.17,0.33
uwom.csv,0.44,0.4,0.25,0.89,0.51,0.0,0.88,0.99,0.69,0.36,0.14,0.42,0.32,0.0,0.77,0.99,0.75
xcmetadataservicestoolkit.csv,0.46,0.25,0.17,0.9,0.55,0.04,0.85,0.98,1.0,0.23,0.27,0.32,0.18,0.01,0.75,0.11,0.2
