,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,emeraldemu.csv,maya-work-in-progress.csv,unimrcp.csv,grafx2.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,xmoto.csv
emeraldemu.csv,0.48,0.46,0.48,0.53,0.75,0.56,0.49,0.86,0.86,0.8,0.5,0.5,0.43
grafx2.csv,0.37,0.45,0.5,0.62,0.53,0.51,0.5,0.45,0.33,0.34,0.52,0.47,0.46
jahshakafx.csv,0.33,0.4,0.41,0.42,0.39,0.4,0.45,0.5,0.29,0.3,0.41,0.33,0.36
kftpgrabber.csv,0.52,0.88,0.92,0.92,0.47,0.58,0.75,0.92,0.89,0.75,0.41,0.75,0.71
kindb.csv,0.33,0.49,0.41,0.4,0.42,0.35,0.46,0.45,0.53,0.32,0.4,0.8,0.4
maya-work-in-progress.csv,0.45,0.45,0.38,0.41,0.44,0.34,0.44,0.35,0.35,0.29,0.38,0.4,0.4
netatalk.csv,0.38,0.44,0.46,0.53,0.48,0.37,0.5,0.55,0.32,0.36,0.46,0.39,0.48
nullc.csv,0.49,0.49,0.41,0.54,0.51,0.48,0.88,0.67,0.5,0.48,0.44,0.56,0.55
plee-the-bear.csv,0.37,0.64,0.53,0.89,0.5,0.39,0.48,0.46,0.53,0.48,0.48,0.4,0.42
reaper-ecad.csv,0.5,0.52,0.66,0.74,0.57,0.84,0.0,0.0,0.56,0.88,0.52,0.75,0.9
unimrcp.csv,0.47,0.48,0.51,0.59,0.45,0.5,0.49,0.45,0.45,0.33,0.39,0.55,0.5
unladen-swallow.csv,0.97,0.57,0.69,0.89,0.7,0.54,0.62,0.39,0.42,0.44,0.47,0.39,0.83
xmoto.csv,0.43,0.48,0.48,0.8,0.48,0.48,0.58,0.44,0.44,0.41,0.45,0.41,0.47
