,wpdev.csv,nova.csv,crisscross.csv,ontomorphtab.csv,abbot.csv,jitterbit.csv,vienna-add-in.csv,jguard.csv,gabel.csv,vrjuggler.csv,mycila.csv,tmva.csv
abbot.csv,0.0,0.45,0.59,0.57,0.44,0.32,1.0,0.77,0.89,0.49,0.95,0.67
crisscross.csv,1.0,1.0,0.22,0.67,0.39,0.91,0.9,0.95,0.57,1.0,0.76,0.98
gabel.csv,0.0,0.14,0.39,0.1,0.0,0.11,0.12,0.16,0.23,0.1,0.55,0.3
jguard.csv,0.5,1.0,0.09,0.38,0.89,0.63,0.49,0.3,0.5,0.19,0.5,0.22
jitterbit.csv,0.0,0.02,0.35,0.29,0.06,0.19,0.68,0.32,0.89,0.29,0.93,0.57
mycila.csv,1.0,0.68,0.96,0.48,0.83,0.48,0.63,0.48,0.77,0.98,0.21,0.53
nova.csv,1.0,0.16,0.62,0.52,0.83,0.82,0.44,0.36,0.53,0.46,0.57,0.47
ontomorphtab.csv,0.0,0.5,0.41,0.14,0.89,0.6,0.66,0.55,0.52,0.41,0.76,0.53
tmva.csv,0.0,0.43,1.0,1.0,0.78,0.7,0.93,0.52,0.89,0.36,0.98,0.3
vienna-add-in.csv,1.0,0.48,0.73,0.71,0.56,0.46,0.32,0.32,0.42,0.49,0.55,0.55
vrjuggler.csv,0.0,0.0,0.64,0.33,0.17,0.1,0.34,0.18,0.11,0.37,0.19,0.2
wpdev.csv,0.0,0.64,0.57,0.86,0.61,0.96,0.98,1.0,1.0,0.83,1.0,1.0
