,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,0.59,0.75,0.72,0.6,0.75,0.65,0.95,0.48,0.28,0.68,0.86,0.74,0.79,0.96,0.95,0.65
beast-mcmc.csv,0.37,0.87,0.56,0.73,0.72,0.6,0.78,0.52,0.84,0.88,0.63,0.76,0.54,0.88,0.82,0.75
bigdata.csv,0.63,0.64,0.64,0.67,0.64,0.76,1.0,0.8,0.96,0.63,1.0,0.74,0.62,0.78,0.79,0.73
cuberok.csv,0.56,0.8,0.75,0.77,0.75,0.72,0.39,0.69,0.67,0.73,0.9,0.87,0.65,0.57,0.96,0.78
exist.csv,0.76,0.84,0.71,0.48,0.81,0.97,0.78,0.87,0.91,0.33,0.81,0.83,0.62,0.97,1.0,0.85
icescrum.csv,0.38,0.74,0.63,0.5,0.74,0.58,0.64,0.5,0.57,0.7,0.58,0.62,0.65,1.0,0.85,0.38
jbasic.csv,0.71,0.91,0.75,0.84,0.81,0.78,0.7,0.44,0.93,0.93,0.92,1.0,0.61,1.0,0.91,0.82
jrefactory.csv,0.92,0.44,0.86,0.89,0.84,0.78,0.73,0.77,0.84,0.88,0.7,0.77,0.8,0.83,0.72,0.78
jsecurity.csv,0.69,0.83,0.39,0.85,0.65,0.66,0.8,0.77,0.9,0.66,0.77,0.76,0.78,0.88,0.88,0.8
libopenmetaverse.csv,1.0,0.97,1.0,0.95,0.49,1.0,0.91,1.0,0.73,0.75,1.0,0.77,0.97,0.97,0.81,1.0
mobicents.csv,0.57,0.76,0.6,0.55,0.92,0.45,0.81,0.7,0.61,0.75,0.65,0.62,0.6,0.81,0.81,0.82
opendvr.csv,0.47,0.86,0.57,0.54,1.0,0.54,0.69,0.54,0.66,0.74,0.57,0.93,0.87,0.85,0.44,0.51
power-architect.csv,0.58,0.71,0.63,0.77,0.92,0.7,0.97,0.81,0.8,0.91,0.96,0.22,0.67,0.55,1.0,0.91
sidekar.csv,1.0,1.0,1.0,0.27,1.0,1.0,0.86,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wheat.csv,0.56,0.91,0.61,0.59,0.75,0.65,0.64,0.83,0.64,0.91,0.41,0.53,0.71,0.88,0.7,0.62
wsmt.csv,0.8,0.95,0.9,0.95,0.94,0.78,1.0,0.71,0.97,0.87,0.9,0.87,0.8,0.29,0.96,1.01
