,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.11,0.5,0.62,0.0,0.27,0.85,0.94,0.75,0.77,0.83,0.35,0.45,0.56,0.95,0.58,0.61,1.0
checker-framework.csv,1.0,0.86,1.0,1.0,1.0,0.77,0.81,0.96,0.69,0.71,0.93,0.45,0.89,0.76,0.96,0.94,0.8
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.23,0.02,0.0,0.0,0.0,1.0
ctrlr.csv,0.18,0.5,0.06,0.71,0.18,0.23,0.19,0.12,0.46,0.12,0.57,0.5,0.07,0.76,0.24,0.14,0.2
fontforge.csv,0.41,0.86,1.0,0.71,0.55,1.0,0.62,0.88,0.92,0.67,0.58,0.91,0.78,0.76,0.72,0.86,1.0
gusanos.csv,0.41,0.64,0.88,0.71,0.64,0.85,0.12,0.62,0.62,0.33,0.54,0.64,0.29,0.81,0.84,0.75,1.0
jvcl.csv,0.39,0.43,0.62,0.29,0.27,0.62,0.06,0.71,0.54,0.12,0.33,0.09,0.09,0.0,0.21,0.31,1.0
kwave.csv,0.77,0.79,1.0,1.0,0.91,1.0,0.62,0.92,0.92,0.83,0.84,0.86,0.65,0.62,1.0,0.92,0.8
liferea.csv,0.48,0.71,0.06,0.14,0.45,0.85,0.31,0.38,0.54,0.29,0.32,0.5,0.51,0.62,0.25,0.67,0.0
lockss.csv,0.64,0.5,0.56,0.43,0.45,0.62,0.31,0.96,0.38,0.79,0.41,0.55,0.71,0.0,0.15,0.92,0.4
magicwars.csv,0.91,1.0,0.88,1.0,1.0,1.0,1.0,1.0,0.92,1.0,0.66,0.95,0.87,1.0,1.0,0.92,1.0
psrchive.csv,0.32,0.86,0.0,0.71,0.09,0.69,0.19,0.38,0.46,0.46,0.18,0.32,0.16,0.05,0.46,0.58,0.6
pydev.csv,0.59,0.07,0.69,0.43,0.27,0.31,0.62,0.42,0.54,0.33,0.24,0.55,0.62,0.24,0.31,0.61,1.0
sarasvati.csv,0.82,0.57,0.19,0.57,0.82,0.62,0.44,0.29,0.38,0.08,0.47,0.18,0.53,0.48,0.3,0.58,0.4
stuproa-cims.csv,0.43,0.0,1.0,0.14,0.18,0.0,0.5,0.58,0.69,0.96,0.4,0.64,0.55,0.0,0.75,0.67,0.6
thout.csv,0.61,0.71,0.19,0.86,1.0,1.0,0.88,0.71,0.77,1.0,0.61,0.95,0.85,1.0,0.87,0.53,0.6
zact.csv,0.11,0.14,0.19,0.71,0.91,0.31,0.19,0.12,0.08,0.12,0.48,0.14,0.2,0.62,0.33,0.11,0.0
