,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.03,0.75,0.5,0.21,0.14,0.91,0.89,0.17,0.36,0.84,0.07,0.37,0.4,0.98,0.93,0.49,0.58
checker-framework.csv,0.97,0.92,0.99,0.98,0.97,0.8,0.89,0.86,0.12,0.77,0.91,0.42,0.95,0.88,0.97,0.91,0.77
cme.csv,0.0,0.0,0.02,0.02,0.0,0.18,0.02,0.0,0.12,0.0,0.0,0.13,0.0,0.02,0.0,0.0,0.02
ctrlr.csv,0.14,0.29,0.06,0.61,0.06,0.39,0.48,0.3,0.84,0.1,0.92,0.54,0.07,0.25,0.31,0.16,0.31
fontforge.csv,0.22,0.92,0.98,0.66,0.38,0.98,0.91,0.54,0.45,0.32,0.41,0.8,0.72,0.9,0.69,0.74,0.79
gusanos.csv,0.21,0.63,0.86,0.35,0.3,0.57,0.07,0.39,0.29,0.16,0.3,0.39,0.16,0.66,0.21,0.59,0.5
jvcl.csv,0.25,0.13,0.24,0.3,0.14,0.39,0.02,0.64,0.18,0.03,0.33,0.09,0.03,0.0,0.1,0.19,0.65
kwave.csv,0.73,0.84,0.96,0.85,0.69,1.0,0.18,0.81,0.52,0.71,0.83,0.76,0.7,0.64,0.93,0.88,0.69
liferea.csv,0.22,0.52,0.09,0.22,0.31,0.3,0.36,0.29,0.43,0.35,0.26,0.43,0.41,0.49,0.03,0.45,0.33
lockss.csv,0.29,0.32,0.33,0.36,0.16,0.32,0.16,0.7,0.16,0.71,0.12,0.32,0.65,0.15,0.07,0.94,0.35
magicwars.csv,0.92,1.0,0.83,0.91,0.91,1.0,1.0,0.97,0.7,1.0,0.08,0.99,0.93,1.0,1.0,0.96,0.85
psrchive.csv,0.16,0.21,0.06,0.5,0.1,0.73,0.18,0.16,0.23,0.35,0.01,0.24,0.07,0.02,0.24,0.26,0.37
pydev.csv,0.49,0.08,0.5,0.37,0.19,0.27,0.36,0.29,0.21,0.16,0.08,0.5,0.63,0.2,0.24,0.26,0.6
sarasvati.csv,0.51,0.33,0.43,0.61,0.38,0.41,0.18,0.48,0.12,0.1,0.29,0.15,0.41,0.42,0.07,0.57,0.38
stuproa-cims.csv,0.27,0.01,0.92,0.3,0.02,0.0,0.16,0.36,0.16,0.9,0.28,0.35,0.15,0.0,0.72,0.61,0.52
thout.csv,0.2,0.87,0.31,0.47,0.98,0.93,0.86,0.49,0.71,1.0,0.29,0.96,0.92,1.0,0.79,0.59,0.56
zact.csv,0.2,0.21,0.36,0.29,0.8,0.3,0.3,0.19,0.54,0.16,0.77,0.25,0.37,0.41,0.17,0.19,0.06
