,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.89,0.52,0.41,0.64,0.92,0.37,0.43,0.53,0.4,0.3,0.88,0.45,0.47,0.46,0.59,0.36,0.31
checker-framework.csv,0.47,0.4,0.31,0.33,0.42,0.31,0.41,0.39,0.5,0.39,0.36,0.53,0.36,0.47,0.41,0.37,0.48
cme.csv,0.0,0.0,0.67,0.5,0.0,0.88,0.0,0.0,0.86,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.83
ctrlr.csv,0.96,0.72,0.89,0.53,0.92,0.7,0.83,0.88,0.68,0.83,0.42,0.66,0.93,0.81,0.96,0.94,0.94
fontforge.csv,0.67,0.4,0.3,0.45,0.58,0.34,0.41,0.41,0.46,0.46,0.51,0.38,0.4,0.51,0.46,0.32,0.35
gusanos.csv,0.49,0.39,0.33,0.47,0.48,0.31,0.83,0.38,0.42,0.69,0.48,0.38,0.75,0.52,0.4,0.34,0.35
jvcl.csv,0.7,0.88,0.73,0.79,0.96,0.44,0.5,0.48,0.82,0.75,0.66,0.9,0.9,0.0,0.82,0.83,0.44
kwave.csv,0.52,0.38,0.31,0.35,0.44,0.33,0.75,0.36,0.44,0.29,0.35,0.37,0.38,0.49,0.4,0.32,0.38
liferea.csv,0.52,0.47,0.93,0.63,0.59,0.5,0.48,0.59,0.71,0.67,0.71,0.41,0.49,0.62,0.78,0.44,0.59
lockss.csv,0.46,0.42,0.57,0.54,0.71,0.45,0.64,0.35,0.57,0.27,0.72,0.44,0.36,0.89,0.92,0.38,0.4
magicwars.csv,0.47,0.38,0.31,0.37,0.41,0.33,0.4,0.37,0.45,0.29,0.7,0.38,0.35,0.45,0.42,0.33,0.41
psrchive.csv,0.68,0.54,0.89,0.52,0.94,0.37,0.85,0.8,0.68,0.59,0.97,0.79,0.95,0.5,0.47,0.51,0.59
pydev.csv,0.62,0.86,0.52,0.6,0.82,0.81,0.53,0.7,0.47,0.85,0.99,0.67,0.45,0.82,0.54,0.53,0.44
sarasvati.csv,0.45,0.55,0.67,0.44,0.58,0.46,0.82,0.55,0.75,0.8,0.63,0.94,0.53,0.57,0.73,0.47,0.5
stuproa-cims.csv,0.59,0.0,0.3,0.59,0.8,0.0,0.94,0.49,0.44,0.31,0.57,0.41,0.73,0.0,0.41,0.39,0.47
thout.csv,0.55,0.44,0.71,0.52,0.41,0.33,0.44,0.43,0.62,0.29,0.67,0.4,0.36,0.45,0.47,0.43,0.44
zact.csv,0.97,0.94,0.81,0.77,0.46,0.65,0.9,0.94,0.97,0.88,0.48,0.96,0.68,0.62,0.74,0.94,0.67
