,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.5,0.25,0.38,0.29,0.0,0.74,0.0,0.09,0.5,0.08,0.8,0.96,0.08,0.6,0.7,0.08,0.16,0.49,0.47,0.31
aubit4gl.csv,0.5,0.33,0.21,0.78,0.73,0.78,0.67,0.16,0.33,0.0,0.6,0.81,0.0,0.61,0.56,0.15,0.6,0.44,0.43,0.3
bionote.csv,0.46,0.12,0.3,1.0,0.54,0.72,0.13,0.2,1.0,0.0,1.0,0.96,0.0,0.59,0.0,0.39,0.16,0.36,0.52,0.32
bullet.csv,0.33,0.11,0.18,0.59,0.56,0.87,0.15,0.1,0.17,0.08,0.62,0.81,0.18,0.65,1.0,0.11,0.7,0.18,0.37,0.18
customwars.csv,0.36,0.06,0.24,0.94,0.6,0.82,0.14,0.22,0.33,0.06,0.81,0.95,0.0,0.73,0.5,0.24,0.25,0.27,0.35,0.19
findbugs.csv,0.4,0.17,0.2,1.0,0.58,0.81,0.22,0.13,0.43,0.08,0.72,0.94,0.07,0.59,0.68,0.19,0.36,0.3,0.57,0.26
frogatto.csv,0.29,0.1,0.2,0.66,0.55,0.82,0.13,0.16,0.15,0.06,0.78,0.9,0.0,0.59,0.69,0.19,0.29,0.25,0.39,0.23
grisbi.csv,0.3,0.11,0.16,0.15,0.55,0.78,0.11,0.16,0.19,0.06,0.58,0.97,0.12,0.51,0.59,0.12,0.29,0.18,0.33,0.22
lsb.csv,0.27,0.08,0.17,0.65,0.59,0.79,0.18,0.15,0.17,0.19,0.63,0.75,0.0,0.65,0.5,0.18,0.62,0.22,0.41,0.21
oscarmcmaster.csv,0.31,0.19,0.19,0.19,0.61,0.75,0.17,0.17,0.4,0.04,0.66,0.85,0.05,0.55,0.6,0.14,0.34,0.26,0.44,0.33
plearn.csv,0.44,0.07,0.14,0.03,0.33,0.72,0.0,0.1,0.12,0.0,0.57,0.94,0.08,0.57,0.52,0.1,0.24,0.15,0.41,0.2
psrchive.csv,0.37,0.31,0.4,0.22,0.59,0.77,0.13,0.24,0.4,0.06,0.65,0.85,0.0,0.52,0.69,0.16,0.29,0.24,0.52,0.28
re2c.csv,0.37,0.86,0.17,0.22,0.59,0.76,0.11,0.13,0.25,0.09,0.52,0.62,0.1,0.61,0.56,0.06,0.38,0.09,0.42,0.23
rebecca-aiml.csv,0.37,0.19,0.2,0.35,0.58,0.81,0.36,0.14,0.25,0.09,0.7,0.91,0.09,0.66,0.71,0.15,0.69,0.31,0.4,0.22
rtrt-on-gpu.csv,0.27,0.08,0.16,0.4,0.6,0.75,0.13,0.1,0.5,0.09,0.47,0.92,0.04,0.32,0.36,0.07,0.21,0.24,0.33,0.17
stemkit.csv,0.24,0.18,0.17,0.41,0.57,0.85,0.12,0.17,0.38,0.22,0.39,0.76,0.11,0.33,0.8,0.11,0.72,0.23,0.5,0.13
tcvp.csv,0.0,0.0,0.11,0.62,0.0,1.0,0.0,1.0,0.0,0.12,0.44,1.0,0.26,0.75,0.69,0.0,0.9,0.0,0.4,0.16
tktoolkit.csv,0.2,0.21,0.17,0.29,0.5,0.81,0.35,0.14,0.23,0.1,0.51,0.81,0.11,0.51,0.76,0.13,0.65,0.23,0.34,0.23
tycho.csv,0.43,0.4,0.32,0.07,0.67,0.74,0.17,0.15,0.11,0.08,0.68,0.86,0.06,0.69,0.81,0.38,0.35,0.21,0.52,0.34
xstore.csv,0.36,0.33,0.16,0.23,0.54,0.89,0.14,0.16,0.1,0.07,0.66,0.94,0.1,0.72,0.71,0.16,0.6,0.21,0.41,0.24
