,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.62,0.65,0.81,0.97,0.0,0.43,0.0,0.81,0.75,0.85,0.5,0.33,0.56,0.57,0.67,0.72,0.55,0.71,0.59,0.84
aubit4gl.csv,0.83,0.83,0.93,0.89,0.49,0.69,0.67,0.95,0.67,0.87,0.6,0.81,0.0,0.74,0.81,0.92,0.7,0.89,0.96,0.96
bionote.csv,0.57,0.65,0.6,0.0,0.41,0.44,0.43,0.9,0.5,0.0,0.8,0.28,0.0,0.82,0.0,0.61,0.72,0.69,0.67,0.71
bullet.csv,0.74,0.42,0.42,0.61,0.35,0.36,0.4,0.52,0.48,0.36,0.45,0.45,0.5,0.44,0.8,0.38,0.7,0.54,0.4,0.46
customwars.csv,0.42,0.32,0.37,0.81,0.31,0.31,0.35,0.55,0.53,0.67,0.56,0.27,0.0,0.42,0.5,0.48,0.75,0.39,0.35,0.43
findbugs.csv,0.42,0.43,0.36,0.8,0.37,0.35,0.83,0.5,0.86,0.4,0.44,0.33,0.5,0.46,0.43,0.62,0.52,0.63,0.68,0.75
frogatto.csv,0.4,0.38,0.4,0.56,0.33,0.31,0.35,0.33,0.42,0.44,0.41,0.27,0.75,0.43,0.42,0.35,0.54,0.37,0.32,0.35
grisbi.csv,0.41,0.45,0.38,0.89,0.34,0.35,0.39,0.34,0.41,0.4,0.36,0.28,0.34,0.48,0.5,0.38,0.41,0.46,0.31,0.37
lsb.csv,0.5,0.44,0.41,0.55,0.42,0.48,0.62,0.36,0.52,0.62,0.59,0.83,0.88,0.45,0.46,0.48,0.65,0.49,0.35,0.41
oscarmcmaster.csv,0.4,0.58,0.44,0.75,0.39,0.41,0.71,0.36,0.8,0.6,0.42,0.32,0.41,0.49,0.43,0.5,0.43,0.49,0.39,0.53
plearn.csv,0.57,0.51,0.61,0.97,0.92,0.66,0.91,0.58,0.54,0.93,0.86,0.58,0.62,0.54,0.48,0.85,0.49,0.75,0.62,0.58
psrchive.csv,0.57,0.94,0.64,0.68,0.41,0.53,0.54,0.65,0.8,0.88,0.7,0.36,0.93,0.57,0.62,0.84,0.48,0.66,0.74,0.72
re2c.csv,0.73,0.86,0.54,0.6,0.85,0.79,0.89,0.43,0.81,0.36,0.43,0.86,0.37,0.54,0.4,0.53,0.56,0.87,0.55,0.68
rebecca-aiml.csv,0.59,0.57,0.37,0.6,0.34,0.37,0.95,0.33,0.5,0.36,0.46,0.32,0.46,0.4,0.41,0.35,0.61,0.52,0.34,0.44
rtrt-on-gpu.csv,0.56,0.44,0.46,0.69,0.37,0.43,0.44,0.83,0.83,0.83,0.82,0.47,0.96,0.95,0.71,0.59,0.54,0.55,0.56,0.54
stemkit.csv,0.94,0.59,0.92,0.72,0.4,0.65,0.46,0.67,0.88,0.7,0.75,0.64,0.54,0.93,0.8,0.42,0.88,0.77,0.7,0.8
tcvp.csv,0.0,0.0,0.89,0.77,0.75,0.0,0.0,0.0,0.0,0.56,0.75,0.0,0.78,0.92,0.62,0.75,0.9,0.75,0.8,0.97
tktoolkit.csv,0.8,0.63,0.63,0.63,0.38,0.44,0.84,0.41,0.77,0.39,0.53,0.46,0.34,0.76,0.71,0.37,0.73,0.61,0.36,0.5
tycho.csv,0.63,0.9,0.61,0.98,0.93,0.62,0.96,0.47,0.89,0.58,0.64,0.45,0.47,0.48,0.52,0.92,0.65,0.86,0.61,0.84
xstore.csv,0.59,0.83,0.42,0.64,0.34,0.44,0.38,0.34,0.57,0.37,0.39,0.43,0.35,0.43,0.39,0.44,0.54,0.46,0.36,0.48
