,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.47,0.38,0.4,0.24,0.0,0.65,0.0,0.13,0.29,0.11,0.57,0.81,0.12,0.52,0.61,0.12,0.23,0.56,0.5,0.41
aubit4gl.csv,0.09,0.33,0.21,0.26,0.7,0.51,0.15,0.17,0.15,0.0,0.55,0.32,0.0,0.41,0.35,0.19,0.66,0.21,0.39,0.22
bionote.csv,0.44,0.17,0.35,0.04,0.5,0.46,0.2,0.15,0.33,0.0,0.24,0.86,0.0,0.32,0.0,0.54,0.2,0.43,0.45,0.36
bullet.csv,0.29,0.2,0.3,0.62,0.71,0.79,0.25,0.15,0.27,0.15,0.7,0.72,0.3,0.63,0.25,0.19,0.6,0.27,0.48,0.28
customwars.csv,0.48,0.1,0.36,0.49,0.67,0.71,0.23,0.32,0.4,0.08,0.5,0.9,0.0,0.53,0.05,0.36,0.25,0.37,0.43,0.27
findbugs.csv,0.53,0.29,0.32,0.2,0.59,0.81,0.27,0.21,0.35,0.13,0.68,0.79,0.11,0.64,0.6,0.29,0.49,0.37,0.57,0.34
frogatto.csv,0.43,0.18,0.32,0.55,0.67,0.82,0.23,0.26,0.23,0.11,0.74,0.88,0.0,0.67,0.59,0.31,0.39,0.38,0.55,0.35
grisbi.csv,0.45,0.18,0.27,0.2,0.66,0.84,0.19,0.27,0.31,0.11,0.7,0.92,0.21,0.66,0.67,0.21,0.45,0.29,0.44,0.36
lsb.csv,0.37,0.13,0.29,0.69,0.67,0.69,0.27,0.26,0.27,0.3,0.68,0.4,0.0,0.52,0.43,0.29,0.53,0.3,0.57,0.32
oscarmcmaster.csv,0.46,0.31,0.3,0.25,0.69,0.79,0.26,0.28,0.27,0.06,0.68,0.88,0.09,0.65,0.75,0.23,0.5,0.4,0.52,0.42
plearn.csv,0.52,0.13,0.2,0.02,0.12,0.46,0.0,0.16,0.17,0.0,0.19,0.63,0.11,0.57,0.62,0.14,0.36,0.2,0.43,0.3
psrchive.csv,0.45,0.45,0.51,0.31,0.69,0.63,0.22,0.33,0.27,0.09,0.46,0.78,0.0,0.51,0.62,0.22,0.42,0.31,0.51,0.34
re2c.csv,0.37,0.92,0.26,0.34,0.45,0.55,0.06,0.21,0.31,0.16,0.67,0.38,0.18,0.66,0.72,0.09,0.51,0.13,0.5,0.32
rebecca-aiml.csv,0.35,0.3,0.31,0.48,0.67,0.78,0.36,0.24,0.33,0.15,0.71,0.81,0.14,0.67,0.76,0.26,0.75,0.41,0.56,0.32
rtrt-on-gpu.csv,0.37,0.14,0.26,0.44,0.66,0.72,0.22,0.13,0.55,0.14,0.3,0.65,0.06,0.21,0.32,0.11,0.3,0.34,0.33,0.24
stemkit.csv,0.11,0.26,0.15,0.5,0.6,0.47,0.2,0.25,0.33,0.34,0.34,0.51,0.17,0.16,0.2,0.19,0.46,0.28,0.42,0.15
tcvp.csv,0.0,0.0,0.09,0.45,0.0,0.03,0.0,0.11,0.0,0.19,0.27,0.03,0.38,0.31,0.43,0.0,0.28,0.0,0.12,0.13
tktoolkit.csv,0.19,0.32,0.24,0.44,0.57,0.74,0.41,0.23,0.33,0.18,0.61,0.73,0.2,0.46,0.5,0.24,0.61,0.34,0.43,0.33
tycho.csv,0.46,0.5,0.44,0.07,0.29,0.5,0.17,0.24,0.11,0.13,0.52,0.67,0.09,0.53,0.76,0.48,0.44,0.25,0.54,0.39
xstore.csv,0.39,0.33,0.25,0.34,0.68,0.62,0.24,0.26,0.13,0.12,0.7,0.65,0.18,0.72,0.63,0.25,0.66,0.3,0.55,0.33
