,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,0.09,0.01,0.5,0.39,0.58,0.61,0.53,0.47,0.26,0.0,0.8,0.37,0.22,0.44,0.41,0.27
codeblocks.csv,0.57,0.69,0.51,0.52,0.66,0.74,0.7,0.56,0.56,0.44,0.64,0.52,0.69,0.27,0.54,0.19
grisbi.csv,0.5,0.56,0.59,0.13,0.67,0.62,0.85,0.49,0.52,0.41,0.59,0.59,0.74,0.41,0.45,0.68
libmesh.csv,0.34,0.51,0.51,0.29,0.47,0.08,0.16,0.22,0.71,0.17,0.78,0.44,0.47,0.0,0.38,0.0
mesa3d.csv,0.33,0.53,0.35,0.58,0.0,0.71,0.41,0.49,0.45,0.55,0.41,0.37,0.6,0.44,0.52,0.59
panda3d.csv,0.28,0.45,0.44,0.42,0.51,0.52,0.63,0.05,0.22,0.67,0.42,0.56,0.39,0.58,0.42,0.26
proftp.csv,0.06,0.31,0.5,0.11,0.28,0.77,0.49,0.11,0.1,0.0,0.24,0.44,0.07,0.43,0.1,0.0
qmmp.csv,0.59,0.46,0.43,0.65,0.56,0.55,0.71,0.29,0.17,0.28,0.52,0.41,0.69,0.5,0.68,0.49
red5.csv,0.39,0.41,0.53,0.71,0.39,0.57,0.0,0.67,0.55,0.0,0.17,0.27,0.84,0.43,0.49,0.09
soar.csv,0.34,0.0,0.4,0.35,0.0,0.0,0.0,0.25,0.0,0.05,0.09,0.0,0.54,0.66,0.0,0.0
super-tux.csv,0.41,0.41,0.6,0.57,0.56,0.58,0.0,0.72,0.66,0.21,0.57,0.56,0.93,0.19,0.64,0.42
t-2.csv,0.47,0.49,0.45,0.23,0.5,0.12,0.0,0.65,0.54,0.0,0.68,0.48,0.53,0.51,0.54,0.37
tart.csv,0.33,0.26,0.61,0.52,0.66,0.45,0.76,0.43,0.5,0.21,0.93,0.33,0.41,0.34,0.55,0.01
tcvp.csv,0.06,0.19,0.0,0.02,0.0,0.0,0.0,0.1,0.0,0.78,0.0,0.0,0.01,0.0,0.0,0.0
utgb.csv,0.12,0.55,0.71,0.34,0.42,0.53,0.47,0.06,0.22,0.57,0.58,0.5,0.49,0.51,0.37,0.54
xbrlapi.csv,0.71,0.09,0.51,0.49,0.52,0.42,0.5,0.35,0.35,0.0,0.23,0.35,0.01,0.46,0.23,0.0
