,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.67,0.78,0.11,0.14,0.03,0.4,0.54,0.4,0.24,0.15,0.4,0.11,0.66
freewrl.csv,0.64,0.65,0.11,0.38,0.07,0.74,0.64,0.45,0.26,0.18,0.74,0.13,0.67
fulguro.csv,0.48,0.3,0.0,0.62,0.06,0.6,0.0,0.38,0.25,0.3,0.45,0.23,0.0
google-web-toolkit.csv,0.7,0.56,0.09,0.53,0.12,0.71,0.71,0.45,0.25,0.2,0.45,0.19,0.71
jcache.csv,0.63,0.62,0.12,0.6,0.07,0.51,0.61,0.41,0.34,0.23,0.82,0.1,0.7
jstock.csv,0.64,0.67,0.03,0.79,0.1,0.59,0.63,0.48,0.61,0.24,0.85,0.1,0.79
mimosa.csv,0.57,0.61,0.14,0.76,0.06,0.52,0.56,0.39,0.29,0.31,0.67,0.1,0.65
miranda.csv,0.8,0.78,0.33,1.0,0.0,0.0,0.79,0.43,0.0,0.21,0.75,0.12,0.77
ns-3-dev-def-routing.csv,0.74,0.6,0.14,0.46,0.1,0.36,0.61,0.52,0.3,0.22,0.8,0.1,0.69
ossbuild.csv,0.8,0.57,0.33,0.78,0.08,0.58,0.57,0.5,0.57,0.29,0.82,0.1,0.74
qtractor.csv,0.77,0.62,0.13,0.56,0.07,0.33,0.59,0.53,0.67,0.19,0.72,0.13,0.72
quarkplayer.csv,0.14,0.43,0.11,0.49,0.17,0.0,0.6,0.43,0.0,0.28,0.3,0.27,0.59
synergyspace.csv,0.53,0.52,0.13,0.79,0.09,0.29,0.58,0.37,0.25,0.33,0.29,0.15,0.69
