,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.53,0.71,0.47,0.1,0.21,0.18,0.31,0.47,0.35,0.39,0.07,0.51,0.55
freewrl.csv,0.73,0.56,0.42,0.42,0.54,0.73,0.64,0.65,0.6,0.45,0.7,0.58,0.35
fulguro.csv,0.44,0.1,0.0,0.77,0.31,0.67,0.0,0.36,0.47,0.73,0.0,0.65,0.0
google-web-toolkit.csv,0.59,0.12,0.14,0.63,0.49,0.48,0.67,0.52,0.53,0.53,0.21,0.4,0.56
jcache.csv,0.72,0.32,0.52,0.65,0.24,0.29,0.59,0.47,0.77,0.27,0.94,0.0,0.64
jstock.csv,0.58,0.19,0.04,0.34,0.68,0.63,0.5,0.59,0.85,0.18,0.71,0.48,0.46
mimosa.csv,0.54,0.0,0.42,0.81,0.31,0.51,0.47,0.32,0.64,0.76,0.66,0.3,0.53
miranda.csv,0.61,0.32,0.04,0.06,0.0,0.0,0.09,0.47,0.0,0.22,0.49,0.52,0.7
ns-3-dev-def-routing.csv,0.54,0.32,0.44,0.46,0.71,0.18,0.52,0.6,0.27,0.58,0.52,0.34,0.57
ossbuild.csv,0.72,0.48,0.78,0.52,0.64,0.62,0.48,0.57,0.36,0.18,0.46,0.28,0.6
qtractor.csv,0.72,0.56,0.21,0.69,0.58,0.09,0.53,0.72,0.51,0.41,0.7,0.53,0.66
quarkplayer.csv,0.05,0.12,0.34,0.48,0.8,0.0,0.25,0.27,0.0,0.42,0.34,0.31,0.12
synergyspace.csv,0.33,0.43,0.52,0.55,0.63,0.09,0.51,0.4,0.48,0.65,0.33,0.21,0.13
