,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.5,0.72,0.5,0.08,0.18,0.15,0.27,0.45,0.31,0.38,0.06,0.55,0.73
freewrl.csv,0.89,0.9,0.72,0.47,0.82,0.74,0.79,0.76,0.69,0.65,0.68,0.64,0.93
fulguro.csv,0.43,0.08,0.0,0.87,0.27,0.78,0.0,0.32,0.92,0.81,0.97,0.64,0.0
google-web-toolkit.csv,0.57,0.1,0.12,0.74,0.45,0.44,0.7,0.5,0.54,0.58,0.94,0.36,0.57
jcache.csv,0.93,0.91,0.62,0.66,1.0,0.85,0.73,0.9,0.92,0.23,0.97,0.82,0.8
jstock.csv,0.57,0.16,0.03,0.29,0.73,0.7,0.48,0.59,0.85,0.15,0.68,0.55,0.42
mimosa.csv,0.89,0.98,0.97,0.82,0.82,0.78,0.72,0.91,1.0,0.88,0.65,0.73,0.69
miranda.csv,0.57,0.28,0.03,0.05,0.0,0.0,0.07,0.45,0.0,0.19,0.44,0.55,0.75
ns-3-dev-def-routing.csv,0.5,0.86,0.94,0.79,0.82,0.15,0.52,0.59,0.23,0.69,0.47,0.73,0.88
ossbuild.csv,0.71,0.52,0.78,0.47,0.73,0.7,0.48,0.56,0.31,0.15,0.41,0.73,0.61
qtractor.csv,0.71,0.65,1.0,0.89,0.82,0.07,0.54,0.79,0.46,0.38,0.68,0.82,0.85
quarkplayer.csv,0.04,0.1,0.31,0.47,0.82,0.0,0.21,0.23,0.0,0.38,0.38,0.27,0.1
synergyspace.csv,0.29,0.49,0.53,0.5,0.64,0.07,0.53,0.37,0.46,0.65,0.35,0.18,0.11
