,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,0.63,0.24,0.63,0.0,0.44,0.67,0.36,0.75,0.22,0.39,0.47,0.43,0.56,0.56,0.0,0.09,0.38,0.09,0.56,0.24
bzbyte.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.13
carabiner.csv,0.56,0.41,0.39,0.56,0.68,0.44,0.43,0.62,0.46,0.68,0.41,0.63,0.24,0.71,0.57,0.54,0.52,0.77,0.38,0.61
chipster.csv,0.62,0.35,0.65,0.46,0.32,0.38,0.85,0.31,0.06,0.55,0.53,0.57,0.0,0.73,0.33,0.16,0.09,0.17,0.17,0.45
continuum-ide.csv,0.0,0.11,0.3,0.32,0.49,0.26,0.67,0.17,0.27,0.43,0.2,0.11,0.17,0.56,0.17,0.75,0.29,0.06,0.11,0.11
ctrlr.csv,0.31,0.56,0.46,0.32,0.35,0.34,0.15,0.49,0.74,0.0,0.65,0.07,0.2,0.04,0.0,0.15,0.58,0.06,0.48,0.24
galaxium.csv,0.49,0.49,0.66,0.55,0.7,0.78,0.63,0.6,0.12,0.67,0.37,0.79,0.6,0.68,0.53,0.24,0.51,0.39,0.31,0.59
ingex.csv,0.0,0.32,0.52,0.58,0.5,0.53,0.07,0.5,0.06,0.41,0.37,0.54,0.61,0.28,0.37,0.3,0.43,0.58,0.24,0.17
itext.csv,0.62,0.13,0.61,0.53,0.64,0.66,0.62,0.71,0.37,0.0,0.51,0.59,0.43,0.75,0.0,0.09,0.38,0.52,0.56,0.69
jgnash.csv,0.61,0.56,0.64,0.5,0.63,0.79,0.43,0.56,0.36,0.61,0.47,0.51,0.63,0.63,0.6,0.51,0.65,0.46,0.45,0.54
jppf-project.csv,0.44,0.62,0.54,0.59,0.58,0.53,0.21,0.45,0.59,0.77,0.52,0.67,0.4,0.38,0.55,0.39,0.42,0.56,0.32,0.44
jsr308-langtools.csv,0.0,0.0,0.24,0.0,0.57,0.93,0.0,0.0,0.48,0.0,0.0,0.57,0.0,0.66,0.0,0.0,0.0,0.0,0.21,0.24
lite.csv,0.0,0.47,0.34,0.19,0.33,0.2,0.58,0.36,0.61,0.35,0.35,0.27,0.27,0.46,0.55,0.87,0.64,0.27,0.27,0.48
octet.csv,0.57,0.41,0.57,0.7,0.61,0.35,0.51,0.5,0.12,0.56,0.2,0.62,0.57,0.67,0.74,0.56,0.21,0.75,0.35,0.27
owfs.csv,0.48,0.52,0.61,0.55,0.59,0.77,0.46,0.6,0.62,0.0,0.48,0.72,0.54,0.49,0.47,0.57,0.54,0.7,0.45,0.68
sidekar.csv,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.57,0.52,0.0,0.0,0.0,0.0
stemkit.csv,0.21,0.43,0.23,0.37,0.19,0.48,0.15,0.29,0.37,0.23,0.68,0.2,0.39,0.46,0.0,0.09,0.13,0.17,0.51,0.34
ta3d.csv,0.0,0.17,0.43,0.24,0.35,0.54,0.33,0.36,0.12,0.54,0.2,0.34,0.04,0.6,0.32,0.09,0.19,0.17,0.13,0.59
tigermud.csv,0.24,0.53,0.37,0.02,0.44,0.47,0.48,0.24,0.0,0.33,0.2,0.46,0.09,0.28,0.17,0.35,0.51,0.69,0.61,0.17
utgb.csv,0.4,0.74,0.39,0.39,0.48,0.27,0.07,0.4,0.06,0.24,0.38,0.13,0.65,0.04,0.0,0.09,0.05,0.31,0.26,0.41
