,graphmak.csv,pdfedit.csv,hazelcast.csv,betoffice.csv,tart.csv,jrdf.csv,elvishrayrenderer.csv
betoffice.csv,0.16,0.42,0.31,0.98,0.2,0.07,0.29
elvishrayrenderer.csv,0.68,0.77,0.65,0.33,1.0,0.93,0.94
graphmak.csv,0.96,0.28,0.16,0.09,0.4,0.0,0.26
hazelcast.csv,1.0,1.0,1.0,0.78,1.0,0.93,1.0
jrdf.csv,0.08,0.07,0.11,0.0,0.0,0.93,0.12
pdfedit.csv,0.4,0.98,0.45,0.16,0.6,0.13,0.41
tart.csv,0.04,0.0,0.05,0.04,1.0,0.2,0.0
