,graphmak.csv,pdfedit.csv,hazelcast.csv,betoffice.csv,tart.csv,jrdf.csv,elvishrayrenderer.csv
betoffice.csv,0.24,0.44,0.44,0.98,0.05,0.06,0.36
elvishrayrenderer.csv,0.48,0.67,0.78,0.41,0.13,0.45,0.97
graphmak.csv,0.98,0.33,0.28,0.14,0.07,0.0,0.38
hazelcast.csv,0.54,0.67,1.0,0.61,0.1,0.35,0.79
jrdf.csv,0.11,0.12,0.2,0.0,0.0,0.97,0.21
pdfedit.csv,0.44,0.98,0.62,0.25,0.1,0.12,0.53
tart.csv,0.08,0.0,0.1,0.08,1.0,0.3,0.0
