,graphmak.csv,pdfedit.csv,hazelcast.csv,betoffice.csv,tart.csv,jrdf.csv,elvishrayrenderer.csv
betoffice.csv,0.85,0.74,0.85,0.03,0.88,0.97,0.93
elvishrayrenderer.csv,0.71,0.58,0.36,0.73,0.76,0.56,0.06
graphmak.csv,0.04,0.83,0.84,0.93,0.8,1.0,0.77
hazelcast.csv,0.91,1.0,0.0,0.81,1.0,0.87,1.0
jrdf.csv,0.94,0.94,0.89,1.0,1.0,0.07,0.88
pdfedit.csv,0.64,0.03,0.55,0.85,0.73,0.9,0.65
tart.csv,0.96,1.0,0.95,0.96,0.0,0.8,1.0
