,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.62,0.61,0.57,0.47,0.62,0.5,0.66,0.74,0.73,0.55,0.55,0.66,0.6,0.55,0.74
bibletime.csv,0.52,0.83,0.98,0.92,0.6,0.64,0.78,0.69,0.8,0.93,0.25,0.78,0.58,0.65,0.85
boost.csv,0.47,0.58,0.66,0.71,0.46,0.55,0.57,0.71,0.62,0.86,0.47,0.6,0.52,0.55,0.63
doomlegacy.csv,0.51,0.69,0.91,0.95,0.74,0.41,0.79,0.71,0.5,0.89,0.51,0.58,0.49,0.83,0.87
gpac.csv,0.69,0.66,0.48,0.81,0.93,0.95,0.88,0.68,0.85,0.68,0.74,0.59,0.91,1.0,0.68
kftpgrabber.csv,0.81,0.96,0.93,0.97,0.83,0.28,0.93,0.91,0.9,1.0,0.55,0.76,0.78,1.0,0.99
nativeclient.csv,0.42,0.44,0.72,0.67,0.63,0.55,0.51,0.82,0.52,0.86,0.6,0.59,0.48,0.45,0.46
netatalk.csv,0.59,0.65,0.75,0.71,0.62,0.67,0.41,0.73,0.71,0.8,0.52,0.72,0.58,0.73,0.65
open-ms.csv,0.51,0.66,0.82,0.6,0.67,0.42,0.52,0.84,0.64,0.58,0.8,0.6,0.5,0.69,0.73
openmsx.csv,0.68,0.9,0.97,0.97,0.84,0.89,0.81,0.58,0.75,0.77,0.82,0.73,0.87,0.8,0.84
rosegarden.csv,0.36,0.46,0.56,0.72,0.59,0.52,0.45,0.76,0.64,0.89,0.43,0.79,0.57,0.58,0.68
rsyslog.csv,0.59,0.43,0.89,0.76,0.58,0.41,0.63,0.66,0.69,0.88,0.43,0.77,0.61,0.46,0.48
sandiaportals.csv,0.65,0.7,0.83,0.73,0.59,0.78,0.64,0.66,0.78,0.51,0.47,0.62,0.52,0.28,0.61
xmoto.csv,0.57,0.66,0.79,0.55,0.95,0.48,1.0,0.73,0.71,0.5,0.78,0.6,0.34,1.0,0.56
xqilla.csv,0.68,0.96,0.79,0.74,0.94,0.72,0.62,0.95,0.73,0.05,0.79,0.76,0.83,0.87,0.85
