,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.61,0.49,0.66,0.63,0.55,0.75,0.41,0.53,0.36,0.64,0.52,0.44,0.48,0.56,0.33
bibletime.csv,0.69,0.51,0.09,0.3,0.55,0.7,0.57,0.46,0.52,0.27,0.79,0.55,0.62,0.64,0.46
boost.csv,0.68,0.53,0.61,0.5,0.69,0.69,0.58,0.35,0.46,0.45,0.69,0.61,0.57,0.51,0.46
doomlegacy.csv,0.67,0.36,0.11,0.06,0.3,0.72,0.25,0.36,0.7,0.38,0.56,0.58,0.61,0.2,0.16
gpac.csv,0.39,0.49,0.63,0.51,0.3,0.21,0.17,0.6,0.32,0.7,0.59,0.5,0.33,0.0,0.39
kftpgrabber.csv,0.23,0.05,0.09,0.04,0.2,0.8,0.09,0.11,0.12,0.0,0.63,0.29,0.26,0.0,0.01
nativeclient.csv,0.66,0.73,0.36,0.59,0.48,0.54,0.64,0.24,0.58,0.35,0.58,0.63,0.69,0.63,0.65
netatalk.csv,0.68,0.42,0.52,0.42,0.52,0.58,0.71,0.56,0.62,0.56,0.67,0.59,0.63,0.61,0.52
open-ms.csv,0.56,0.4,0.25,0.51,0.43,0.66,0.59,0.23,0.66,0.63,0.24,0.53,0.62,0.44,0.33
openmsx.csv,0.47,0.18,0.05,0.06,0.21,0.2,0.25,0.54,0.56,0.36,0.37,0.46,0.44,0.52,0.21
rosegarden.csv,0.74,0.7,0.61,0.6,0.53,0.63,0.7,0.3,0.66,0.38,0.69,0.55,0.59,0.58,0.63
rsyslog.csv,0.71,0.72,0.14,0.3,0.59,0.72,0.47,0.5,0.63,0.41,0.73,0.57,0.67,0.72,0.7
sandiaportals.csv,0.63,0.59,0.49,0.54,0.51,0.56,0.6,0.46,0.28,0.66,0.75,0.56,0.62,0.78,0.52
xmoto.csv,0.63,0.61,0.52,0.62,0.21,0.62,0.0,0.47,0.4,0.66,0.55,0.51,0.73,0.0,0.6
xqilla.csv,0.5,0.05,0.29,0.3,0.07,0.37,0.47,0.07,0.49,0.99,0.28,0.39,0.25,0.26,0.23
