,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,gnome-jabber.csv,chaosrts.csv,exl.csv
avifile.csv,0.02,1.0,0.02,0.0,0.05,0.46,0.17,0.28,0.19,0.53,0.6,1.0,0.2,0.17,0.44,0.04,0.09,0.52,0.31,0.39
baadengine.csv,0.76,0.8,0.26,1.0,0.49,0.46,1.0,0.94,0.87,0.8,0.95,1.0,1.0,0.89,0.81,1.0,0.82,1.0,0.95,0.93
bibedt.csv,0.44,0.2,0.41,1.0,0.51,0.85,0.87,0.55,0.85,0.23,1.0,0.5,0.8,0.63,0.78,0.2,0.58,0.63,0.36,0.9
cascading.csv,0.68,0.4,0.82,1.0,0.71,0.62,0.67,0.76,0.69,0.53,0.65,1.0,0.8,0.66,0.63,0.52,0.74,0.07,0.93,0.8
chaosrts.csv,0.5,0.0,0.35,1.0,0.27,0.46,1.0,0.41,0.27,0.83,0.8,1.0,0.7,0.49,0.48,0.32,0.66,0.97,0.76,0.85
exl.csv,0.32,0.4,0.9,1.0,0.73,0.96,0.77,0.86,0.87,0.57,0.6,0.0,0.6,0.54,0.81,0.52,0.88,0.13,0.97,0.73
gnome-jabber.csv,0.51,0.6,0.5,0.0,0.73,0.35,0.83,0.73,0.53,0.97,0.6,1.0,0.8,0.57,0.52,0.4,0.85,0.59,0.96,0.76
gogoego.csv,0.24,0.2,0.37,1.0,0.44,0.69,0.7,0.55,0.4,0.8,0.45,0.0,0.6,0.46,0.52,0.6,0.9,0.49,0.85,0.51
httpcontentparser.csv,0.29,0.2,0.32,0.0,0.63,0.04,0.07,0.57,0.92,0.17,0.8,0.5,0.6,0.51,0.85,0.48,0.54,0.01,0.25,0.51
impala.csv,0.31,0.8,0.36,1.0,0.76,0.85,0.43,0.61,0.6,0.33,0.8,0.5,0.7,0.71,0.3,0.64,0.44,0.71,0.65,0.49
jaxlib.csv,0.29,0.2,0.2,0.0,0.71,0.58,0.53,0.65,0.19,0.7,0.65,1.0,0.5,0.63,0.11,0.24,0.49,0.08,0.83,0.9
jgameai.csv,0.0,0.0,0.0,0.0,0.1,0.54,0.2,0.05,0.06,0.03,0.05,0.5,0.2,0.03,0.0,0.0,0.01,0.5,0.01,0.0
jhotdraw.csv,0.74,0.8,0.9,1.0,0.9,0.85,0.0,0.86,0.56,0.4,0.25,0.5,0.1,0.26,0.41,0.28,0.84,0.29,0.58,0.73
patterntesting.csv,0.95,0.8,0.89,1.0,1.0,1.0,0.97,0.94,0.92,0.73,1.0,1.0,0.9,0.97,1.0,0.72,0.98,0.62,0.97,0.98
pokeglobal.csv,0.97,1.0,0.98,1.0,0.78,0.35,1.0,0.61,0.94,0.93,0.95,0.0,1.0,0.51,0.7,0.88,0.67,0.07,0.96,0.98
snakeyaml.csv,0.33,0.2,0.23,1.0,0.46,0.38,0.57,0.46,0.79,0.33,0.55,0.5,0.4,0.51,0.67,0.12,0.31,0.32,0.2,0.66
unflobtactical.csv,0.8,0.8,0.66,1.0,0.61,1.0,0.27,0.66,0.61,0.97,0.8,1.0,0.7,0.83,0.44,0.4,0.56,0.39,0.8,0.9
werx.csv,0.98,1.0,0.97,1.0,0.98,1.0,1.0,0.87,1.0,0.97,0.95,1.0,1.0,0.97,1.0,0.96,0.97,1.0,0.96,0.54
zealos.csv,0.16,0.4,0.43,0.0,0.05,0.27,0.77,0.14,0.19,0.33,0.0,0.5,0.0,0.11,0.0,0.0,0.36,0.01,0.41,0.02
